ein,filer_name,filer_state,ccn,rpt_rec_num,hcris_name,hcris_state,jaccard,hospital_facilities_cnt,match_type,match_scope,allocation_share,total_costs
060250773,The William W Backus Hospital,CT,070024,825738,THE WILLIAM W. BACKUS HOSPITAL,CT,1.0,1,single_facility_jaccard,same_state,1.0,409642342.0
570314381,CONWAY HOSPITAL INC,SC,420049,821818,CONWAY HOSPITAL,SC,1.0,1,single_facility_jaccard,same_state,1.0,258501207.0
030179437,Springfield Hospital Inc,VT,471306,765852,SPRINGFIELD HOSPITAL,VT,1.0,1,single_facility_jaccard,same_state,1.0,50776964.0
390704510,TRI-COUNTY MEMORIAL HOSPITAL INC,WI,521316,764876,TRI-COUNTY MEMORIAL HOSPITAL  INC.,WI,1.0,1,single_facility_jaccard,same_state,1.0,24645442.0
042103612,NEW ENGLAND BAPTIST HOSPITAL,MA,220088,765350,NEW ENGLAND BAPTIST HOSPITAL,MA,1.0,1,single_facility_jaccard,same_state,1.0,220251860.0
042103602,MILFORD REGIONAL MEDICAL CENTER INC,MA,220090,822693,MILFORD REGIONAL MEDICAL CENTER  INC,MA,1.0,1,single_facility_jaccard,same_state,1.0,289594356.0
030179418,Gifford Medical Center Inc,VT,471301,764226,GIFFORD MEDICAL CENTER,VT,1.0,1,single_facility_jaccard,same_state,1.0,51182346.0
480545923,Cloud County Health Center Inc,KS,171349,768199,CLOUD COUNTY HEALTH CENTER,KS,1.0,1,single_facility_jaccard,same_state,1.0,26015268.0
421320763,PALMER LUTHERAN HEALTH CENTER INC,IA,161316,814334,PALMER LUTHERAN HEALTH CENTER,IA,1.0,1,single_facility_jaccard,same_state,1.0,31969808.0
060646917,The Stamford Hospital,CT,070006,827191,THE STAMFORD HOSPITAL,CT,1.0,1,single_facility_jaccard,same_state,1.0,919751218.0
050258896,KENT COUNTY MEMORIAL HOSPITAL,RI,410009,826706,KENT COUNTY MEMORIAL HOSPITAL,RI,1.0,1,single_facility_jaccard,same_state,1.0,398888632.0
640844470,BAPTIST MEDICAL CENTER - YAZOO INC,MS,251313,814568,BAPTIST MEDICAL CENTER - YAZOO,MS,1.0,1,single_facility_jaccard,same_state,1.0,17893842.0
410724029,RIVERVIEW HEALTHCARE ASSOCIATION,MN,241320,781201,RIVERVIEW HEALTHCARE ASSOCIATION,MN,1.0,1,single_facility_jaccard,same_state,1.0,60494579.0
862564877,UNITY HEALTH - JACKSONVILLE,AR,040164,775019,UNITY HEALTH - JACKSONVILLE,AR,1.0,1,single_facility_jaccard,same_state,1.0,8227818.0
264019868,VIERA HOSPITAL INC,FL,100315,827200,VIERA HOSPITAL INC,FL,1.0,1,single_facility_jaccard,same_state,1.0,167504854.0
141338471,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL,NY,330250,825857,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL,NY,1.0,1,single_facility_jaccard,same_state,1.0,410498545.0
710766341,OUACHITA COUNTY MEDICAL CENTER,AR,040050,826116,OUACHITA COUNTY MEDICAL CENTER,AR,1.0,1,single_facility_jaccard,same_state,1.0,32798200.0
481058737,PRATT REGIONAL MEDICAL CENTER CORPORATION,KS,170027,814347,PRATT REGIONAL MEDICAL CENTER,KS,1.0,1,single_facility_jaccard,same_state,1.0,56215359.0
752559845,Shannon Medical Center,TX,450571,822236,SHANNON MEDICAL CENTER,TX,1.0,1,single_facility_jaccard,same_state,1.0,429447104.0
263075429,El Paso Children's Hospital Corporation,TX,453313,815068,EL PASO CHILDRENS HOSPITAL,TX,1.0,1,single_facility_jaccard,same_state,1.0,153722458.0
042103586,Lawrence General Hospital,MA,220010,822370,LAWRENCE GENERAL HOSPITAL,MA,1.0,1,single_facility_jaccard,same_state,1.0,286934293.0
314379491,HOLZER HOSPITAL FOUNDATION,OH,360054,820227,HOLZER,OH,1.0,1,single_facility_jaccard,same_state,1.0,221914070.0
710236913,CHI ST VINCENT HOSPITAL HOT SPRINGS,AR,040026,821930,ST. VINCENT HOT SPRINGS,AR,0.8,1,single_facility_jaccard,same_state,1.0,233728914.0
250965292,THE CHILDREN'S HOME OF PITTSBURGH,PA,393304,795398,THE CHILDRENS HOME OF PITTSBURGH,PA,1.0,1,single_facility_jaccard,same_state,1.0,0
470393176,ANTELOPE MEMORIAL HOSPITAL,NE,281326,791489,ANTELOPE MEMORIAL HOSPITAL,NE,1.0,1,single_facility_jaccard,same_state,1.0,19993030.0
391902797,MANNING REGIONAL HEALTHCARE CENTER,IA,161332,793823,MANNING REGIONAL HEALTHCARE CENTER,IA,1.0,1,single_facility_jaccard,same_state,1.0,17011376.0
411884597,PINE MEDICAL CENTER,MN,241309,791015,PINE MEDICAL CENTER,MN,1.0,1,single_facility_jaccard,same_state,1.0,21037756.0
520619006,ST MARYS HOSPITAL OF ST MARYS,MD,210028,820201,ST. MARYS HOSPITAL,MD,1.0,1,single_facility_jaccard,same_state,1.0,187682360.0
850106941,St Vincent Hospital,NM,320002,826670,ST. VINCENT HOSPITAL,NM,1.0,1,single_facility_jaccard,same_state,1.0,580821095.0
350868130,MARION GENERAL HOSPITAL INC,IN,150011,824505,MARION GENERAL HOSPITAL,IN,1.0,1,single_facility_jaccard,same_state,1.0,183200535.0
200479568,BRIDGES MEDICAL CENTER,MN,241313,816698,BRIDGES MEDICAL CENTER,MN,1.0,1,single_facility_jaccard,same_state,1.0,9319872.0
450227311,CARRINGTON HEALTH CENTER,ND,351318,794031,CARRINGTON HEALTH CENTER,ND,1.0,1,single_facility_jaccard,same_state,1.0,13965850.0
160743310,ST JAMES HOSPITAL,NY,330151,819873,ST. JAMES HOSPITAL,NY,1.0,1,single_facility_jaccard,same_state,1.0,45026558.0
231548822,PHILHAVEN,PA,394020,795483,PHILHAVEN,PA,1.0,1,single_facility_jaccard,same_state,1.0,87238267.0
850127924,SAN JUAN REGIONAL MEDICAL CENTER,NM,320005,825603,SAN JUAN REGIONAL MEDICAL CENTER,NM,1.0,1,single_facility_jaccard,same_state,1.0,333051060.0
910652651,OVERLAKE HOSPITAL MEDICAL CENTER,WA,500051,825931,OVERLAKE HOSPITAL MEDICAL CENTER,WA,1.0,1,single_facility_jaccard,same_state,1.0,782169090.0
481253246,Pawnee Valley Community Hospital Inc,KS,171345,793641,PAWNEE VALLEY COMMUNITY HOSPITAL,KS,1.0,1,single_facility_jaccard,same_state,1.0,21160272.0
364015560,LOYOLA UNIVERSITY MEDICAL CENTER,IL,140276,826621,LOYOLA UNIVERSITY MEDICAL CENTER,IL,1.0,1,single_facility_jaccard,same_state,1.0,1551288458.0
731500629,MERCY HOSPITAL ARDMORE,OK,370047,822862,MERCY HOSPITAL ARDMORE,OK,1.0,1,single_facility_jaccard,same_state,1.0,151743901.0
362379649,GOTTLIEB MEMORIAL HOSPITAL,IL,140008,826610,GOTTLIEB MEMORIAL HOSPITAL,IL,1.0,1,single_facility_jaccard,same_state,1.0,144229388.0
010215227,RUMFORD HOSPITAL,ME,201306,792051,RUMFORD HOSPITAL,ME,1.0,1,single_facility_jaccard,same_state,1.0,42474836.0
956130458,Eisenhower Medical Center,CA,050573,823544,EISENHOWER MEDICAL CENTER,CA,1.0,1,single_facility_jaccard,same_state,1.0,1010731851.0
751037591,Baylor Scott & White Medical Centers -,TX,670131,808901,BAYLOR SCOTT & WHITE - BUDA,TX,0.75,1,single_facility_jaccard,same_state,1.0,31005266.0
420733472,St Anthony Regional Hospital,IA,160005,823285,ST. ANTHONY REGIONAL HOSPITAL,IA,1.0,1,single_facility_jaccard,same_state,1.0,62973683.0
520679694,Chester River Hospital Center Inc,MD,210030,819542,CHESTER RIVER HOSPITAL CENTER,MD,1.0,1,single_facility_jaccard,same_state,1.0,33738801.0
250965598,WARREN GENERAL HOSPITAL,PA,390146,822085,WARREN GENERAL HOSPITAL,PA,1.0,1,single_facility_jaccard,same_state,1.0,79118084.0
020226774,Speare Memorial Hospital,NH,301311,792686,SPEARE MEMORIAL HOSPITAL,NH,1.0,1,single_facility_jaccard,same_state,1.0,69515651.0
381559180,EATON RAPIDS MEDICAL CENTER,MI,231324,795357,EATON RAPIDS MEDICAL CENTER,MI,1.0,1,single_facility_jaccard,same_state,1.0,34535191.0
250965237,ARMSTRONG COUNTY MEMORIAL HOSPITAL,PA,390163,826698,ARMSTRONG COUNTY MEMORIAL,PA,1.0,1,single_facility_jaccard,same_state,1.0,134118902.0
310650283,MCCULLOUGH-HYDE MEMORIAL HOSPITAL,OH,360046,816065,MCCULLOUGH-HYDE MEMORIAL HOSPITAL,OH,1.0,1,single_facility_jaccard,same_state,1.0,46887280.0
230469150,CHESTER COUNTY HOSPITAL,PA,390179,827643,THE CHESTER COUNTY HOSPITAL,PA,1.0,1,single_facility_jaccard,same_state,1.0,493840007.0
232810852,PRESBYTERIAN MEDICAL CENTER OF THE,PA,390223,822088,PRESBYTERIAN MEDICAL CENTER,PA,1.0,1,single_facility_jaccard,same_state,1.0,1189821851.0
520445374,Civista Medical Center Inc,MD,210035,819543,CIVISTA MEDICAL CENTER,MD,1.0,1,single_facility_jaccard,same_state,1.0,138676424.0
362170866,The Ingalls Memorial Hospital,IL,140191,825763,INGALLS MEMORIAL HOSPITAL,IL,1.0,1,single_facility_jaccard,same_state,1.0,327720756.0
363488183,University of Chicago Medical Center,IL,140088,825758,UNIVERSITY OF CHICAGO HOSPITALS,IL,1.0,1,single_facility_jaccard,same_state,1.0,2262283112.0
814322087,Saint Francis Hospital Muskogee Inc,OK,370025,824137,SAINT FRANCIS HOSPITAL MUSKOGEE,OK,1.0,1,single_facility_jaccard,same_state,1.0,159714624.0
240795411,EVANGELICAL COMMUNITY HOSPITAL,PA,390013,824832,EVANGELICAL COMMUNITY HOSPITAL,PA,1.0,1,single_facility_jaccard,same_state,1.0,200455778.0
471161992,MUNSON HEALTHCARE GRAYLING,MI,230058,825807,MUNSON HEALTHCARE GRAYLING HOSPITAL,MI,1.0,1,single_facility_jaccard,same_state,1.0,88758919.0
530196580,CHILDREN'S HOSPITAL,DC,093300,812448,CHILDRENS HOSPITAL,DC,1.0,1,single_facility_jaccard,same_state,1.0,1270994396.0
380350304,MUNSON HEALTHCARE MANISTEE,MI,230303,823168,MUNSON HEALTHCARE MANISTEE HOSPITAL,MI,1.0,1,single_facility_jaccard,same_state,1.0,50866822.0
350211370,CAMERON MEMORIAL COMMUNITY HOSPITAL,IN,151315,813635,CAMERON MEMORIAL COMMUNITY HOSPITAL,IN,1.0,1,single_facility_jaccard,same_state,1.0,87104150.0
430980256,MERCY HOSPITAL SOUTH,MO,260077,822785,MERCY HOSPITAL SOUTH,MO,1.0,1,single_facility_jaccard,same_state,1.0,559248991.0
020354549,Cheshire Medical Center,NH,300019,821163,CHESHIRE MEDICAL CENTER,NH,1.0,1,single_facility_jaccard,same_state,1.0,233579321.0
824194264,Piedmont Walton Hospital Inc,GA,110046,825131,PIEDMONT WALTON HOSPITAL,GA,1.0,1,single_facility_jaccard,same_state,1.0,90164596.0
300999841,Piedmont Rockdale Hospital,GA,110091,822060,PIEDMONT ROCKDALE HOSPITAL,GA,1.0,1,single_facility_jaccard,same_state,1.0,205991330.0
352228583,PIEDMONT MOUNTAINSIDE HOSPITAL INC,GA,110225,791676,PIEDMONT MOUNTAINSIDE HOSPITAL  INC.,GA,1.0,1,single_facility_jaccard,same_state,1.0,107798880.0
520591656,THE JOHNS HOPKINS HOSPITAL,MD,210009,792343,THE JOHNS HOPKINS HOSPITAL,MD,1.0,1,single_facility_jaccard,same_state,1.0,3192445554.0
816016016,Glendive Medical Center,MT,271332,793688,GLENDIVE MEDICAL CENTER INC,MT,1.0,1,single_facility_jaccard,same_state,1.0,57263658.0
951644600,CEDARS-SINAI MEDICAL CENTER,CA,050625,824905,CEDARS-SINAI MEDICAL CENTER,CA,1.0,1,single_facility_jaccard,same_state,1.0,3829047702.0
860100882,Verde Valley Medical Center,AZ,030007,815234,VERDE VALLEY MEDICAL CENTER,AZ,1.0,1,single_facility_jaccard,same_state,1.0,157045995.0
840460697,Longmont United Hospital,CO,060003,823549,LONGMONT UNITED HOSPITAL,CO,1.0,1,single_facility_jaccard,same_state,1.0,111998864.0
386020434,MYMICHIGAN MEDICAL CENTER GLADWIN,MI,231325,792670,MYMICHIGAN MEDICAL CENTER GLADWIN,MI,1.0,1,single_facility_jaccard,same_state,1.0,40542879.0
520591667,Maryland General Hospital Inc,MD,210038,819544,MARYLAND GENERAL HOSPITAL,MD,1.0,1,single_facility_jaccard,same_state,1.0,254071771.0
260806477,ASPIRUS ONTONAGON HOSPITAL INC,MI,231309,786341,ASPIRUS ONTONAGON HOSPITAL,MI,1.0,1,single_facility_jaccard,same_state,1.0,10355751.0
454475683,Genesis Medical Center Aledo,IL,141304,792826,GENESIS MEDICAL CENTER - ALEDO,IL,1.0,1,single_facility_jaccard,same_state,1.0,18905844.0
231360851,UPMC HANOVER,PA,390233,792448,UPMC HANOVER,PA,1.0,1,single_facility_jaccard,same_state,1.0,158641560.0
231352152,ABINGTON MEMORIAL HOSPITAL,PA,390231,826700,ABINGTON MEMORIAL HOSPITAL,PA,1.0,1,single_facility_jaccard,same_state,1.0,746883420.0
990074139,KUAKINI MEDICAL CENTER,HI,120007,825983,KUAKINI MEDICAL CENTER,HI,1.0,1,single_facility_jaccard,same_state,1.0,163109600.0
591561501,LIFESTREAM BEHAVIORAL CENTER INC,FL,104018,807936,LIFESTREAM BEHAVIORAL CENTER,FL,1.0,1,single_facility_jaccard,same_state,1.0,51146877.0
822666059,UCHEALTH GREELEY HOSPITAL,CO,060131,825732,UCHEALTH GREELEY HOSPITAL,CO,1.0,1,single_facility_jaccard,same_state,1.0,193406407.0
841262971,POUDRE VALLEY HEALTH CARE INC,CO,060010,824237,POUDRE VALLEY HOSPITAL,CO,1.0,1,single_facility_jaccard,same_state,1.0,602616361.0
626002604,EAST TENNESSEE CHILDREN'S HOSPITAL,TN,443303,793549,EAST TENNESSEE CHILDRENS HOSPITAL,TN,1.0,1,single_facility_jaccard,same_state,1.0,0
581790149,TANNER MEDICAL CENTER INC,GA,110011,822537,TANNER MEDICAL CENTER,GA,1.0,1,single_facility_jaccard,same_state,1.0,456095116.0
592142859,SHANDS JACKSONVILLE MEDICAL CENTER INC,FL,100001,821233,SHANDS JACKSONVILLE MEDICAL CENTER,FL,1.0,1,single_facility_jaccard,same_state,1.0,994422437.0
560529974,CHARLES A CANNON JR MEMORIAL,NC,341323,808469,CHARLES A. CANNON MEMORIAL HOSPITAL,NC,0.75,1,single_facility_jaccard,same_state,1.0,23472334.0
941603784,ENLOE MEDICAL CENTER,CA,050039,825713,ENLOE MEDICAL CENTER,CA,1.0,1,single_facility_jaccard,same_state,1.0,699914540.0
560619359,GASTON MEMORIAL HOSPITAL INC,NC,340032,824628,GASTON MEMORIAL HOSPITAL,NC,1.0,1,single_facility_jaccard,same_state,1.0,612361052.0
911935159,FRED HUTCHINSON CANCER CENTER,WA,500138,792954,FRED HUTCHINSON CANCER CENTER,WA,1.0,1,single_facility_jaccard,same_state,1.0,1797677012.0
580593388,CANDLER HOSPITAL INC,GA,110024,821720,CANDLER HOSPITAL  INC,GA,1.0,1,single_facility_jaccard,same_state,1.0,465007447.0
450447670,Mountrail County Medical Center,ND,351301,793521,MOUNTRAIL COUNTY MEDICAL CENTER,ND,1.0,1,single_facility_jaccard,same_state,1.0,15853800.0
440537826,COMMUNITY HOSPITAL ASSOCIATION INC,MO,261303,795359,COMMUNITY HOSPITAL ASSOCIATION  INC.,MO,1.0,1,single_facility_jaccard,same_state,1.0,23062707.0
810231784,BILLINGS CLINIC,MT,270004,824816,BILLINGS CLINIC,MT,1.0,1,single_facility_jaccard,same_state,1.0,368703710.0
951802779,BAKERSFIELD MEMORIAL HOSPITAL,CA,050036,824698,BAKERSFIELD MEMORIAL HOSPITAL,CA,1.0,1,single_facility_jaccard,same_state,1.0,483292766.0
580973772,DONALSONVILLE HOSPITAL INC,GA,110194,824490,DONALSONVILLE HOSPITAL,GA,1.0,1,single_facility_jaccard,same_state,1.0,31083812.0
941156295,SAINT FRANCIS MEMORIAL HOSPITAL,CA,050152,826127,SAINT FRANCIS MEMORIAL HOSPITAL,CA,1.0,1,single_facility_jaccard,same_state,1.0,298509524.0
381368360,PINE REST CHRISTIAN MENTAL HEALTH SERVICES,MI,234006,820584,PINE REST CHRISTIAN HOSPITAL,MI,0.75,1,single_facility_jaccard,same_state,1.0,186770754.0
710230218,ARKANSAS METHODIST HOSPITAL CORPORATION,AR,040039,825704,ARKANSAS METHODIST MEDICAL CENTER,AR,1.0,1,single_facility_jaccard,same_state,1.0,62910191.0
930425580,GOOD SHEPHERD HEALTH CARE SYSTEM,OR,381325,793537,GOOD SHEPHERD MEDICAL CENTER,OR,1.0,1,single_facility_jaccard,same_state,1.0,156087628.0
951643373,COMMUNITY HOSPITAL OF SAN BERNARDINO,CA,050089,824441,COMMUNITY HOSPITAL OF SAN BERNARDINO,CA,1.0,1,single_facility_jaccard,same_state,1.0,246334766.0
390987025,COMMUNITY MEMORIAL HOSPITAL OF,WI,520103,788664,COMMUNITY MEMORIAL HOSPITAL,WI,1.0,1,single_facility_jaccard,same_state,1.0,278672056.0
810233499,SIDNEY HEALTH CENTER,MT,271344,787731,SIDNEY HEALTH CENTER,MT,1.0,1,single_facility_jaccard,same_state,1.0,84836797.0
390806395,HOLY FAMILY MEMORIAL INC,WI,520107,788475,HOLY FAMILY MEMORIAL INC,WI,1.0,1,single_facility_jaccard,same_state,1.0,109812458.0
160393490,CORNING HOSPITAL,NY,330277,827490,CORNING HOSPITAL,NY,1.0,1,single_facility_jaccard,same_state,1.0,150357705.0
816016920,DANIELS MEMORIAL HOSPITAL,MT,271342,821162,DANIELS MEMORIAL HOSPITAL,MT,1.0,1,single_facility_jaccard,same_state,1.0,10687371.0
450231675,OAKES COMMUNITY HOSPITAL,ND,351315,794639,OAKES COMMUNITY HOSPITAL,ND,1.0,1,single_facility_jaccard,same_state,1.0,11187741.0
450226553,MERCY HOSPITAL OF VALLEY CITY,ND,351324,794196,MERCY HOSPITAL OF VALLEY CITY,ND,1.0,1,single_facility_jaccard,same_state,1.0,12368790.0
231370484,EPHRATA COMMUNITY HOSPITAL,PA,390225,827644,EPHRATA COMMUNITY HOSPITAL,PA,1.0,1,single_facility_jaccard,same_state,1.0,199782314.0
742044647,NATIONAL JEWISH HEALTH,CO,060107,823684,NATIONAL JEWISH HEALTH,CO,1.0,1,single_facility_jaccard,same_state,1.0,390036342.0
820558836,LISBON AREA HEALTH SERVICES,ND,351311,794030,LISBON AREA HEALTH SERVICES,ND,1.0,1,single_facility_jaccard,same_state,1.0,11607432.0
680127677,MARK TWAIN MEDICAL CENTER,CA,051332,773929,MARK TWAIN MEDICAL CENTER,CA,1.0,1,single_facility_jaccard,same_state,1.0,72892115.0
710557895,MERCY HOSPITAL WALDRON,AR,041305,815273,MERCY HOSPITAL WALDRON,AR,1.0,1,single_facility_jaccard,same_state,1.0,12169618.0
150532221,Our Lady of Lourdes Memorial Hospital Inc,NY,330011,827514,OUR LADY OF LOURDES MEMORIAL HOSP,NY,0.8,1,single_facility_jaccard,same_state,1.0,499556075.0
464007700,Scott & White Hospital-Marble Falls,TX,670108,822023,BAYLOR SCOTT & WHITE - MARBLE FALLS,TX,0.8,1,single_facility_jaccard,same_state,1.0,129010216.0
520591639,James Lawrence Kernan Hospital Inc,MD,210058,819213,JAMES LAWRENCE KERNAN HOSPITAL,MD,1.0,1,single_facility_jaccard,same_state,1.0,121229481.0
250965404,INDIANA REGIONAL MEDICAL CENTER,PA,390173,825279,INDIANA REGIONAL MEDICAL CENTER,PA,1.0,1,single_facility_jaccard,same_state,1.0,179300272.0
270814858,Mercy Hospital Joplin,MO,260001,825237,MERCY HOSPITAL JOPLIN,MO,1.0,1,single_facility_jaccard,same_state,1.0,263641469.0
270842031,Mercy Hospital Columbus,KS,171308,817204,MERCY HOSPITAL COLUMBUS,KS,1.0,1,single_facility_jaccard,same_state,1.0,8705128.0
440552485,Mercy Hospital Springfield,MO,260065,827246,MERCY HOSPITAL SPRINGFIELD,MO,1.0,1,single_facility_jaccard,same_state,1.0,985219821.0
521372665,NORTHWEST HOSPITAL CENTER INC,MD,210040,793844,NORTHWEST HOSPITAL CENTER,MD,1.0,1,single_facility_jaccard,same_state,1.0,275470667.0
381415623,PAUL OLIVER MEMORIAL HOSPITAL,MI,231300,817942,PAUL OLIVER MEMORIAL HOSPITAL,MI,1.0,1,single_facility_jaccard,same_state,1.0,24507077.0
471156297,MUNSON HEALTHCARE CADILLAC,MI,230081,825205,MUNSON HEALTHCARE CADILLAC HOSPITAL,MI,1.0,1,single_facility_jaccard,same_state,1.0,111511681.0
231352204,READING HOSPITAL,PA,390044,827293,READING HOSPITAL AND MEDICAL CENTER,PA,1.0,1,single_facility_jaccard,same_state,1.0,1026624603.0
810405434,ROSEBUD COMMUNITY HOSPITAL INC,MT,271327,820367,ROSEBUD COMMUNITY HOSPITAL,MT,1.0,1,single_facility_jaccard,same_state,1.0,10828102.0
871006981,Piedmont Macon Hospital Inc,GA,110164,825132,PIEDMONT MACON MEDICAL CENTER,GA,1.0,1,single_facility_jaccard,same_state,1.0,231868070.0
871031034,Piedmont Macon North Hospital Inc,GA,110201,824492,PIEDMONT MACON NORTH HOSPITAL,GA,1.0,1,single_facility_jaccard,same_state,1.0,55269158.0
205077249,PIEDMONT NEWNAN HOSPITAL INC,GA,110229,821742,PIEDMONT NEWNAN HOSPITAL INC.,GA,1.0,1,single_facility_jaccard,same_state,1.0,265577728.0
620544855,SWEETWATER HOSPITAL ASSOCIATION,TN,440084,816274,SWEETWATER HOSPITAL ASSOCIATION,TN,1.0,1,single_facility_jaccard,same_state,1.0,56039336.0
550562976,GRANT MEMORIAL HOSPITAL,WV,511316,793774,GRANT MEMORIAL HOSPITAL,WV,1.0,1,single_facility_jaccard,same_state,1.0,25022002.0
460224598,Avera St Luke's,SD,430014,819363,AVERA ST. LUKES,SD,1.0,1,single_facility_jaccard,same_state,1.0,155013654.0
364664248,MCGEHEE HOSPITAL INC,AR,041308,823136,MCGEHEE HOSPITAL,AR,1.0,1,single_facility_jaccard,same_state,1.0,14165563.0
930430029,TUALITY HEALTHCARE,OR,380021,820889,TUALITY HEALTHCARE,OR,1.0,1,single_facility_jaccard,same_state,1.0,266238233.0
520591628,TIDALHEALTH PENINSULA REGIONAL INC,MD,210019,793049,TIDALHEALTH PENINSULA REGIONAL INC,MD,1.0,1,single_facility_jaccard,same_state,1.0,470504626.0
410695596,ST CLOUD HOSPITAL,MN,240036,827399,ST. CLOUD HOSPITAL,MN,1.0,1,single_facility_jaccard,same_state,1.0,874828018.0
521656507,ATLANTIC GENERAL HOSPITAL,MD,210061,791891,ATLANTIC GENERAL HOSPITAL,MD,1.0,1,single_facility_jaccard,same_state,1.0,155029311.0
420680308,MERCY MEDICAL CENTER - CENTERVILLE,IA,161377,793826,MERCY MEDICAL CENTER-CENTERVILLE,IA,1.0,1,single_facility_jaccard,same_state,1.0,40505316.0
383330803,TRINITY HEALTH GRAND HAVEN HOSPITAL,MI,230174,822736,TRINITY HEALTH GRAND HAVEN HOSPITAL,MI,1.0,1,single_facility_jaccard,same_state,1.0,53305784.0
251010039,CLARION HOSPITAL,PA,390093,794215,CLARION HOSPITAL,PA,1.0,1,single_facility_jaccard,same_state,1.0,56725899.0
391138241,ASPIRUS WAUSAU HOSPITAL INC,WI,520030,825939,ASPIRUS WAUSAU HOSPITAL,WI,1.0,1,single_facility_jaccard,same_state,1.0,555042150.0
951690977,CHILDREN'S HOSPITAL LOS ANGELES,CA,053302,791217,CHILDRENS HOSPITAL LOS ANGELES,CA,1.0,1,single_facility_jaccard,same_state,1.0,1664347289.0
951643336,USC ARCADIA HOSPITAL,CA,050238,812275,USC ARCADIA HOSPITAL,CA,1.0,1,single_facility_jaccard,same_state,1.0,307391406.0
383218134,SPARROW IONIA HOSPITAL,MI,231331,827395,SPARROW IONIA HOSPITAL,MI,1.0,1,single_facility_jaccard,same_state,1.0,56312936.0
390808443,ASPIRUS STEVENS POINT HOSPITAL & CLINICS,WI,520002,825314,ASPIRUS STEVENS POINT HOSPITAL,WI,0.75,1,single_facility_jaccard,same_state,1.0,129203226.0
390806250,DIVINE SAVIOR HEALTHCARE INC,WI,520041,827344,DIVINE SAVIOR HOSPITAL,WI,1.0,1,single_facility_jaccard,same_state,1.0,72634925.0
390873606,THE HOWARD YOUNG MEDICAL CENTER INC,WI,520091,825320,HOWARD YOUNG MEDICAL CENTER,WI,1.0,1,single_facility_jaccard,same_state,1.0,33029939.0
460345312,HURON REGIONAL MEDICAL CENTER INC,SD,431335,793904,HURON REGIONAL MEDICAL CENTER,SD,1.0,1,single_facility_jaccard,same_state,1.0,45942170.0
520607949,MERITUS MEDICAL CENTER INC,MD,210001,793470,MERITUS MEDICAL CENTER,MD,1.0,1,single_facility_jaccard,same_state,1.0,393669187.0
342032340,DILEY RIDGE MEDICAL CENTER,OH,360358,821343,DILEY RIDGE MEDICAL CENTER,OH,1.0,1,single_facility_jaccard,same_state,1.0,14812365.0
381456056,SCHEURER HOSPITAL,MI,231310,821155,SCHEURER HOSPITAL,MI,1.0,1,single_facility_jaccard,same_state,1.0,55883225.0
240701920,BUCKTAIL MEDICAL CENTER,PA,391304,794828,BUCKTAIL MEDICAL CENTER,PA,1.0,1,single_facility_jaccard,same_state,1.0,9000586.0
800618988,LAWRENCE COUNTY MEMORIAL HOSPITAL,IL,141344,808033,LAWRENCE COUNTY MEMORIAL HOSPITAL,IL,1.0,1,single_facility_jaccard,same_state,1.0,32498903.0
043730045,MEDICAL CENTER OF THE ROCKIES,CO,060119,825502,MEDICAL CENTER OF THE ROCKIES,CO,1.0,1,single_facility_jaccard,same_state,1.0,434103468.0
520591531,UPMC WESTERN MARYLAND CORPORATION,MD,210027,794777,UPMC-WESTERN MARYLAND CORP,MD,1.0,1,single_facility_jaccard,same_state,1.0,352269614.0
311724085,HOLZER MEDICAL CENTER - JACKSON,OH,361320,792417,HOLZER MEDICAL CENTER JACKSON,OH,1.0,1,single_facility_jaccard,same_state,1.0,27521704.0
410706143,FIRST CARE MEDICAL SERVICES,MN,241357,793064,FIRST CARE MEDICAL SERVICES,MN,1.0,1,single_facility_jaccard,same_state,1.0,28276194.0
450425948,Towner County Medical Center Inc,ND,351331,794033,TOWNER COUNTY MEDICAL CENTER,ND,1.0,1,single_facility_jaccard,same_state,1.0,13316455.0
550387249,WEIRTON MEDICAL CENTER INC,WV,510023,826750,WEIRTON MEDICAL CENTER,WV,1.0,1,single_facility_jaccard,same_state,1.0,163301145.0
410726173,GRACEVILLE HEALTH CENTER,MN,241321,820858,GRACEVILLE HEALTH CENTER,MN,1.0,1,single_facility_jaccard,same_state,1.0,12996866.0
710236857,ARKANSAS CHILDREN'S HOSPITAL,AR,043300,793940,ARKANSAS CHILDRENS HOSPITAL,AR,1.0,1,single_facility_jaccard,same_state,1.0,790670967.0
810817660,ARKANSAS CHILDREN'S NORTHWEST INC,AR,043301,792520,ARKANSAS CHILDRENS NORTHWEST,AR,1.0,1,single_facility_jaccard,same_state,1.0,103006338.0
810255832,MOUNTAINVIEW MEDICAL CENTER INC,MT,271306,793070,MOUNTAINVIEW MEDICAL CENTER,MT,1.0,1,single_facility_jaccard,same_state,1.0,8045429.0
010223482,Millinocket Regional Hospital,ME,201307,822184,MILLINOCKET REGIONAL HOSPITAL,ME,1.0,1,single_facility_jaccard,same_state,1.0,27170574.0
731547175,LAWRENCE MEMORIAL HEALTH FOUNDATION INC,AR,041309,791064,LAWRENCE MEMORIAL HOSPITAL,AR,1.0,1,single_facility_jaccard,same_state,1.0,24954966.0
