provider_number,hospital_name,state,ownership,beds,discharges,cmi,teaching,ag_cost_total,med_records_cost,nursing_admin_cost,full_overhead,total_hospital_costs,admin_per_discharge,admin_pct_of_total,overhead_per_discharge,overhead_pct_of_total,commercial_payer_pct,medicare_pct,ag_purchased_services,ag_it,ag_insurance,ag_other
440033,923 E. CENTRAL AVENUE,TN,For-Profit,42,7213,2.0,No,9243249,411252,0,19005394,44049408,1281.47,20.98,2634.88,43.15,0.796,0.204,0,0,0,0
440035,651 DUNLOP LANE,TN,For-Profit,217,36420,2.0,No,43232125,1640502,0,67778528,178525401,1187.04,24.22,1861.02,37.97,0.719,0.281,0,0,0,0
440153,435 SECOND STREET,TN,For-Profit,27,7543,2.0,No,9708954,527338,0,18382546,41033260,1287.15,23.66,2437.03,44.8,0.819,0.181,0,0,0,0
450867,11113 RESEARCH BLVD,TX,Nonprofit,77,10773,1.0,No,32562476,-102,0,45761716,110043004,3022.6,29.59,4247.82,41.59,0.817,0.173,0,0,0,0
490024,BELLEVUE AVE. AT JEFFERSON ST.,VA,Nonprofit,483,126090,1.0,No,274196807,6920620,0,415893652,1297843168,2174.61,21.13,3298.39,32.04,0.609,0.282,0,0,0,0
490041,2 BERNARDINE DRIVE,VA,Nonprofit,104,15019,1.0,No,29604438,0,0,49980180,149914936,1971.13,19.75,3327.8,33.34,0.691,0.293,0,0,0,0
490042,2900 LAMB CIRCLE,VA,Nonprofit,82,22177,1.0,No,46664798,970307,0,81500476,205368400,2104.2,22.72,3675.0,39.69,0.572,0.394,0,0,0,0
490045,8700 SUDLEY ROAD,VA,Government,71,21222,1.0,No,67374154,1164477,0,96066309,243714120,3174.73,27.64,4526.73,39.42,0.569,0.297,0,0,0,0
490046,830 KEMPSVILLE ROAD,VA,Nonprofit,254,75141,2.0,No,72853733,0,0,111942474,416257021,969.56,17.5,1489.77,26.89,0.671,0.307,0,0,0,0
490053,16000 JOHNSTON MEMORIAL DRIVE,VA,Nonprofit,86,23732,1.0,No,26370326,0,0,49049811,153220628,1111.17,17.21,2066.82,32.01,0.713,0.273,0,0,0,0
490057,1060 FIRST COLONIAL ROAD,VA,Nonprofit,203,62787,2.0,No,65438334,0,0,100021263,357318293,1042.23,18.31,1593.03,27.99,0.545,0.436,0,0,0,0
490093,3000 COLISEUM DRIVE,VA,Nonprofit,145,27609,2.0,No,46476308,0,0,71581085,247905760,1683.38,18.75,2592.67,28.87,0.669,0.314,0,0,0,0
490094,1500 NORTH 28TH STREET,VA,Nonprofit,96,13201,1.0,No,38026335,0,0,51693468,188050156,2880.56,20.22,3915.88,27.49,0.838,0.132,0,0,0,0
490119,2025 GLENN MITCHELL DR,VA,Nonprofit,158,48873,2.0,No,55186942,0,0,84949729,290498857,1129.19,19.0,1738.17,29.24,0.602,0.381,0,0,0,0
490136,13710 ST. FRANCIS BLVD.,VA,Nonprofit,110,40124,1.0,No,63966208,0,0,98533138,291067385,1594.21,21.98,2455.72,33.85,0.685,0.298,0,0,0,0
510038,ROUTE 4,WV,Nonprofit,43,3514,2.0,No,11602349,448715,0,19890037,50478319,3301.75,22.98,5660.23,39.4,0.697,0.258,0,0,0,0
510048,20 HOSPITAL DRIVE,WV,For-Profit,120,13898,2.0,No,14777006,973422,0,24721486,91992552,1063.25,16.06,1778.78,26.87,0.661,0.289,0,0,0,0
510086,454 MCDOWELL STREET,WV,Government,42,823,2.0,No,10049163,205772,0,16886052,29600000,12210.4,33.95,20517.68,57.05,0.637,0.304,0,0,0,0
150113,1515 NORTH MADISON AVE,IN,Nonprofit,100,19164,1.0,No,29507169,1089297,0,48581037,177002288,1539.72,16.67,2535.02,27.45,0.718,0.247,0,0,0,0
150177,4455 EDISON LAKES PARKWAY,IN,For-Profit,29,441,1.0,No,8003541,216254,742209,13231455,64524945,18148.62,12.4,30003.3,20.51,0.723,0.268,0,0,0,0
151332,720 NORTH LINCOLN STREET,IN,Government,25,2818,2.0,No,10110553,642596,0,24054013,77965372,3587.85,12.97,8535.85,30.85,0.588,0.402,0,0,0,0
153048,1260 CITY CENTER DRIVE,IN,For-Profit,40,10795,1.0,No,5216348,0,0,8574896,16697584,483.22,31.24,794.34,51.35,0.457,0.54,0,0,0,0
171327,1604 AYLWARD,KS,Government,19,662,2.0,No,4043822,443746,0,7207989,20191943,6108.49,20.03,10888.2,35.7,0.298,0.702,0,0,0,0
173034,11325 COLLEGE BOULEVARD,KS,For-Profit,40,11877,1.0,No,4944850,0,0,8585578,18457642,416.34,26.79,722.87,46.52,0.321,0.666,0,0,0,0
190005,2000 CANAL STREET,LA,Nonprofit,246,61608,1.0,No,98946501,680499,0,177727749,760691952,1606.07,13.01,2884.82,23.36,0.908,0.092,0,0,0,0
230110,ONE ATKINSON DRIVE,MI,Nonprofit,33,4883,2.0,No,15726236,353649,0,32494925,100954501,3220.61,15.58,6654.71,32.19,0.685,0.296,0,0,0,0
380052,351 SOUTHWEST 9TH STREET,OR,Nonprofit,29,2978,2.0,No,10521467,121,0,17959219,63144905,3533.06,16.66,6030.63,28.44,0.323,0.363,0,0,0,0
390066,THE GOOD SAMARITAN HOSPITAL,PA,Nonprofit,131,29999,2.0,No,38760828,9,0,58396222,207993689,1292.07,18.64,1946.61,28.08,0.733,0.257,0,0,0,0
420019,ONE MEDICAL PARK DRIVE,SC,Government,16,2787,1.0,No,9966888,160565,0,15743984,75922777,3576.21,13.13,5649.08,20.74,0.302,0.305,0,0,0,0
440192,401 SEWELL ROAD,TN,Nonprofit,14,1864,2.0,No,5944423,0,0,9925644,23718365,3189.07,25.06,5324.92,41.85,0.656,0.344,0,0,0,0
490038,245 MEDICAL PARK DRIVE,VA,Nonprofit,16,3376,2.0,No,6562301,0,0,16712185,44564275,1943.81,14.73,4950.29,37.5,0.698,0.287,0,0,0,0
490084,618 HOSPITAL RD,VA,Government,60,5015,2.0,No,8458650,947320,0,18715339,60029880,1686.67,14.09,3731.87,31.18,0.564,0.422,0,0,0,0
490114,HOLTON AVENUE,VA,Nonprofit,40,9293,2.0,No,20497402,0,0,39565466,124669651,2205.68,16.44,4257.56,31.74,0.742,0.238,0,0,0,0
490143,1500 COMMONWEALTH AVENUE,VA,Nonprofit,30,5810,1.0,No,11141632,876872,0,25198747,66222368,1917.66,16.82,4337.13,38.05,0.507,0.427,0,0,0,0
061326,16420 WEST HIGHWAY 24,CO,Nonprofit,13,514,2.0,No,5060614,0,0,10305215,27874654,9845.55,18.15,20049.06,36.97,0.562,0.323,0,0,0,0
150160,8450 NORTHWEST BOULEVARD,IN,For-Profit,38,2788,1.0,No,32087869,241398,0,41800350,141964285,11509.28,22.6,14992.95,29.44,0.67,0.31,0,0,0,0
150168,7952 W. JEFFERSON BLVD,IN,For-Profit,38,3734,1.0,No,17042353,869435,0,29520399,107440241,4564.1,15.86,7905.84,27.48,0.661,0.253,0,0,0,0
194096,2621 BOLTON AVENUE,LA,For-Profit,24,7036,1.0,No,2147790,48549,0,3452988,6499534,305.26,33.05,490.76,53.13,0.664,0.336,0,0,0,0
260214,17065 S. 71 HIGHWAY,MO,For-Profit,48,8685,1.0,No,17080352,659494,0,30185406,81368698,1966.65,20.99,3475.58,37.1,0.65,0.287,0,0,0,0
261311,434 NORTH WEST STREET,MO,Nonprofit,25,1786,2.0,No,5082393,261804,0,12320510,35205246,2845.68,14.44,6898.38,35.0,0.537,0.463,0,0,0,0
290022,2075 EAST FLAMINGO ROAD,NV,For-Profit,180,5051,1.0,No,6954823,302348,0,17850860,33925663,1376.92,20.5,3534.12,52.62,0.636,0.18,0,0,0,0
312023,1925 PACIFIC AVENUE 5TH FLOOR,NJ,For-Profit,30,7393,1.0,No,3514864,0,0,4752259,17353744,475.43,20.25,642.81,27.38,0.193,0.807,0,0,0,0
390067,409 S. 2ND STREET,PA,Nonprofit,425,132906,2.0,No,85148168,16810584,459386,283901832,1110943555,640.66,7.66,2136.11,25.56,0.754,0.236,0,0,0,0
392039,503 NORTH 21ST STREET,PA,For-Profit,92,23756,1.0,No,8163947,8191,0,11961621,43478781,343.66,18.78,503.52,27.51,0.578,0.422,0,0,0,0
400120,AVE MU?OZ MARIN,RI,For-Profit,375,44724,1.0,No,38713034,531605,0,64759180,137508716,865.6,28.15,1447.97,47.09,0.618,0.036,0,0,0,0
432002,1305 WEST 18TH STREET,SD,For-Profit,24,7143,1.0,No,2588373,30828,0,3593104,12575138,362.36,20.58,503.02,28.57,0.46,0.448,0,0,0,0
454012,1011 NORTH COOPER STREET,TX,For-Profit,134,35856,1.0,No,7291436,305452,0,14057108,28141734,203.35,25.91,392.04,49.95,0.931,0.066,0,0,0,0
490037,20480 MARKET STREET,VA,Nonprofit,42,4941,2.0,No,15355752,1098161,0,29331184,90912276,3107.82,16.89,5936.28,32.26,0.578,0.371,0,0,0,0
490101,3600 JOSEPH SIEWICK DR,VA,Nonprofit,162,34310,1.0,No,60834968,0,1780715,93289980,331389406,1773.1,18.36,2719.03,28.15,0.61,0.314,0,0,0,0
490117,388 BEN BOLT AVE,VA,Nonprofit,23,2680,2.0,No,4926538,54670,0,9148875,21726431,1838.26,22.68,3413.76,42.11,0.666,0.324,0,0,0,0
010035,1912 ALABAMA HIGHWAY 157,AL,Government,137,27800,2.0,No,19462600,2068399,0,51579669,186215079,700.09,10.45,1855.38,27.7,0.577,0.296,0,0,0,0
010065,3316 HIGHWAY 280,AL,Nonprofit,39,3404,2.0,No,12838171,374341,0,19425597,75557284,3771.5,16.99,5706.7,25.71,0.56,0.232,0,0,0,0
040018,211 CRAWFORD MEMORIAL DRIVE,AR,Nonprofit,74,569,1.0,No,2336944,329447,0,5111490,10976686,4107.11,21.29,8983.29,46.57,0.562,0.011,0,0,0,0
050102,3865 JACKSON STREET,CA,For-Profit,168,19834,1.0,No,16163190,1714252,0,32744266,117627726,814.92,13.74,1650.92,27.84,0.567,0.36,0,0,0,0
050236,2675 NORTH SYCAMORE DRIVE,CA,Nonprofit,112,26712,1.0,No,28744414,480110,0,70098622,192591824,1076.09,14.93,2624.24,36.4,0.542,0.429,0,0,0,0
050280,2175 ROSALINE AVE,CA,Nonprofit,203,54113,1.0,No,75095210,6282783,0,171131001,489718522,1387.75,15.33,3162.47,34.94,0.504,0.47,0,0,0,0
050295,2215 TRUXTUN AVENUE,CA,Nonprofit,189,35701,1.0,No,56708345,4182675,0,125988884,311062580,1588.42,18.23,3529.0,40.5,0.683,0.242,0,0,0,0
050570,17100 EUCLID AT WARNER,CA,For-Profit,341,66198,1.0,No,51766595,2863430,0,100465571,322985455,782.0,16.03,1517.65,31.11,0.688,0.256,0,0,0,0
050784,869 CHERRY STREET,CA,Nonprofit,65,6365,1.0,No,14910880,276200,0,32709156,80560803,2342.64,18.51,5138.91,40.6,0.689,0.261,0,0,0,0
100030,10000 W. COLONIAL DRIVE,FL,Nonprofit,229,51694,1.0,No,52056151,448353,0,113353339,304075983,1007.01,17.12,2192.78,37.28,0.784,0.186,0,0,0,0
100049,3600 S. HIGHLANDS AVENUE,FL,For-Profit,93,12748,1.0,No,16118476,609531,0,29093791,78895000,1264.39,20.43,2282.22,36.88,0.617,0.323,0,0,0,0
100224,7201 UNIVERSITY DRIVE,FL,For-Profit,179,33141,1.0,No,27418897,1005792,0,59266242,150191176,827.34,18.26,1788.31,39.46,0.711,0.199,0,0,0,0
100249,6201 N. SUNCOAST BLVD,FL,For-Profit,103,28127,2.0,No,20720224,1267501,0,42333493,125470035,736.67,16.51,1505.08,33.74,0.674,0.314,0,0,0,0
110034,1120 15TH STREET,GA,Nonprofit,347,107549,1.0,No,205527009,0,0,324170728,1002215676,1911.01,20.51,3014.17,32.35,0.802,0.14,0,0,0,0
110076,2701 NORTH DECATUR ROAD,GA,Government,323,71901,1.0,No,80268335,765728,0,172881275,456746691,1116.37,17.57,2404.43,37.85,0.817,0.136,0,0,0,0
110146,2000 DAN PROCTOR DRIVE,GA,Nonprofit,35,4317,2.0,No,9068142,717821,0,20093824,58544989,2100.57,15.49,4654.58,34.32,0.758,0.204,0,0,0,0
140162,2200 E WASHINGTON,IL,Nonprofit,110,28654,1.0,No,36121008,270746,0,68757803,175640733,1260.59,20.57,2399.59,39.15,0.599,0.374,0,0,0,0
150044,1850 STATE STREET,IN,Nonprofit,212,53308,1.0,No,67653901,5005276,0,96539869,367595798,1269.11,18.4,1810.98,26.26,0.624,0.364,0,0,0,0
150102,102 EAST CULVER RD,IN,For-Profit,14,1322,1.0,No,5497572,185898,0,10985039,18431464,4158.53,29.83,8309.41,59.6,0.61,0.369,0,0,0,0
150149,4199 GATEWAY BLVD,IN,For-Profit,50,8562,1.0,No,19386269,231092,0,42945525,110473285,2264.22,17.55,5015.83,38.87,0.965,0.009,0,0,0,0
160058,200 HAWKINS DRIVE,IA,Government,521,149057,2.0,No,278084299,14041693,0,354415678,2381654219,1865.62,11.68,2377.72,14.88,0.716,0.26,0,0,0,0
170142,1105 SUNSET AVENUE,KS,Nonprofit,78,9411,2.0,No,17595942,0,0,34174317,90346896,1869.72,19.48,3631.32,37.83,0.505,0.414,0,0,0,0
180127,299 KINGS DAUGHTERS DRIVE,KY,For-Profit,104,18055,2.0,No,21385125,1038665,0,38706856,93327295,1184.44,22.91,2143.83,41.47,0.753,0.209,0,0,0,0
190046,1401 FOUCHER STREET,LA,Nonprofit,224,29528,1.0,No,58782043,348839,0,99209818,375400759,1990.72,15.66,3359.86,26.43,0.794,0.183,0,0,0,0
190079,1057 PAUL MALLARD ROAD,LA,Government,19,1981,1.0,No,12185672,396988,0,22255674,73622126,6151.27,16.55,11234.57,30.23,0.83,0.164,0,0,0,0
190202,MEDICAL CENTER DRIVE,LA,Nonprofit,142,23841,1.0,No,57384366,2739645,0,89356111,411777618,2406.96,13.94,3748.0,21.7,0.819,0.166,0,0,0,0
220016,164 HIGH STREET,MA,Nonprofit,83,17806,2.0,No,17855814,899610,0,39380379,116388318,1002.8,15.34,2211.64,33.84,0.567,0.326,0,0,0,0
220077,759 CHESTNUT STREET,MA,Nonprofit,623,190422,2.0,No,276613881,14347277,-359967,497225896,1639933532,1452.64,16.87,2611.18,30.32,0.559,0.323,0,0,0,0
230216,1221 PINE GROVE AVENUE,MI,Nonprofit,134,32048,2.0,No,36065054,799153,0,65718138,211249717,1125.34,17.07,2050.62,31.11,0.683,0.292,0,0,0,0
260024,1333 S. SAM HOUSTON BOULEVARD,MO,Nonprofit,43,2105,2.0,No,5530265,315701,0,12115431,37409757,2627.2,14.78,5755.55,32.39,0.525,0.395,0,0,0,0
260025,HIGHWAY 36  6000 HOSPITAL DRIVE,MO,Nonprofit,78,15887,2.0,No,38283377,3256582,0,76004397,244423836,2409.73,15.66,4784.06,31.1,0.524,0.431,0,0,0,0
260081,1015 BOWLES AVE,MO,Nonprofit,164,37654,1.0,No,33944032,0,0,67328823,206645306,901.47,16.43,1788.09,32.58,0.716,0.247,0,0,0,0
260097,403 BURKARTH ROAD,MO,Government,45,7168,2.0,No,18779597,1496565,0,36284276,107387031,2619.92,17.49,5061.98,33.79,0.61,0.314,0,0,0,0
282001,1870 SOUTH 75TH STREET,NE,For-Profit,52,9187,1.0,No,4060301,1428,0,5744617,21054196,441.96,19.28,625.3,27.28,0.527,0.47,0,0,0,0
370008,3300 HEALTHPLEX PKWY,OK,Government,261,44878,1.0,No,49975902,6876411,0,140931095,472304237,1113.59,10.58,3140.32,29.84,0.42,0.332,0,0,0,0
370025,300 ROCKEFELLER DRIVE,OK,Nonprofit,212,30678,2.0,No,19065897,901646,914595,51620980,159714624,621.48,11.94,1682.67,32.32,0.45,0.34,0,0,0,0
370211,1201 HEALTH CARE PARKWAY,OK,Nonprofit,58,12203,1.0,No,14415796,1288766,0,23178206,72447118,1181.33,19.9,1899.39,31.99,0.458,0.306,0,0,0,0
370218,10501 EAST 91ST STREET SOUTH,OK,Nonprofit,104,24362,1.0,No,19808555,600519,654950,44732694,125199897,813.09,15.82,1836.17,35.73,0.574,0.257,0,0,0,0
390030,420 SOUTH JACKSON STREET,PA,Nonprofit,108,18114,1.0,No,29758363,831041,0,51744452,156963815,1642.84,18.96,2856.6,32.97,0.65,0.293,0,0,0,0
390270,1000 EAST MOUNTAIN DRIVE,PA,Nonprofit,246,72140,1.0,No,157967067,1690317,0,206897532,768691567,2189.73,20.55,2868.0,26.92,0.71,0.268,0,0,0,0
394053,3301 SCOTTS LANE,PA,For-Profit,42,13803,1.0,No,3280085,343579,0,5867573,12421313,237.64,26.41,425.09,47.24,0.699,0.3,0,0,0,0
420038,22725 HIGHWAY 76 EAST,SC,Nonprofit,38,9770,2.0,No,13718084,1054,869033,29137940,98930478,1404.1,13.87,2982.39,29.45,0.669,0.288,0,0,0,0
420053,2669 KINARD STREET,SC,Government,41,4058,2.0,No,11176654,788721,43383,22095586,58783598,2754.23,19.01,5444.94,37.59,0.581,0.376,0,0,0,0
420080,25 HOSPITAL CENTER BLVD,SC,For-Profit,81,19303,1.0,No,22077998,1441314,0,36569030,110281328,1143.76,20.02,1894.47,33.16,0.518,0.46,0,0,0,0
440007,481 INTERSTATE DRIVE,TN,Nonprofit,49,3318,2.0,No,6956213,358170,0,11685616,46929574,2096.51,14.82,3521.89,24.9,0.72,0.28,0,0,0,0
440109,935 WAYNE ROAD,TN,Government,49,4427,2.0,No,7214829,656564,0,17344916,57192818,1629.73,12.61,3917.98,30.33,0.526,0.277,0,0,0,0
450379,17 MEDICAL PARKWAY,TX,For-Profit,107,12686,1.0,No,12632886,819441,0,21299319,55392125,995.81,22.81,1678.96,38.45,0.854,0.146,0,0,0,0
460052,750 WEST 800 NORTH,UT,For-Profit,68,8576,1.0,No,19656079,16733,465212,36105475,105090606,2291.99,18.7,4210.06,34.36,0.86,0.108,0,0,0,0
500037,502 WEST 4TH AVENUE,WA,Nonprofit,40,6649,1.0,No,17666198,350678,0,23368943,62120194,2656.97,28.44,3514.66,37.62,0.222,0.245,0,0,0,0
520063,3200 PLESANT VALLEY ROAD,WI,Nonprofit,64,13138,1.0,No,55961819,0,0,68779568,151965837,4259.54,36.83,5235.16,45.26,0.655,0.322,0,0,0,0
012008,2010 BROOKWOOD MEDICAL CENTER DRIVE,AL,For-Profit,38,9052,1.0,No,2983434,-15,0,4246079,16276430,329.59,18.33,469.08,26.09,0.674,0.326,0,0,0,0
032004,7220 EAST ROSEWOOD DRIVE,AZ,For-Profit,34,5461,1.0,No,1668090,319477,0,5305511,12963410,305.46,12.87,971.53,40.93,0.594,0.406,0,0,0,0
060010,1024 S. LEMAY AVENUE,CO,Nonprofit,144,33131,2.0,No,119942368,0,0,204931502,602616361,3620.25,19.9,6185.49,34.01,0.543,0.3,0,0,0,0
110236,101 GROSS CRESCENT CIRCLE,GA,Nonprofit,35,1710,1.0,No,8308771,41419,17576,11883226,24806616,4858.93,33.49,6949.25,47.9,0.543,0.346,0,0,0,0
181302,464 LINDEN AVENUE,KY,Nonprofit,25,434,2.0,No,3776027,151771,0,8821959,35331636,8700.52,10.69,20327.09,24.97,0.671,0.302,0,0,0,0
181315,110 METKER TRAIL,KY,Nonprofit,25,1437,2.0,No,3657840,185153,0,8101355,28151864,2545.47,12.99,5637.69,28.78,0.779,0.206,0,0,0,0
230095,2463 S M-30,MI,Nonprofit,78,3829,2.0,No,7548957,260385,0,16043698,60826213,1971.52,12.41,4190.05,26.38,0.668,0.318,0,0,0,0
251335,14365 HIGHWAY 16 WEST,MS,Nonprofit,25,260,2.0,No,4734774,4197,0,8273927,22312245,18210.67,21.22,31822.8,37.08,0.35,0.581,0,0,0,0
370057,1401 MORRIS DRIVE,OK,Government,50,1370,1.0,No,14559999,0,0,17264781,37295733,10627.74,39.04,12602.03,46.29,0.5,0.246,0,0,0,0
370237,735 N. FOREMAN,OK,Nonprofit,35,2358,2.0,No,3920345,119847,246024,8704062,23595229,1662.57,16.61,3691.29,36.89,0.415,0.438,0,0,0,0
420098,4070 HIGHWAY 17,SC,Nonprofit,117,27540,2.0,No,31390268,1098366,714580,54996413,161862123,1139.81,19.39,1996.96,33.98,0.61,0.372,0,0,0,0
440003,555 HARTSVILLE PIKE,TN,For-Profit,120,23323,1.0,No,20958328,2482065,0,44510481,156232225,898.61,13.41,1908.44,28.49,0.632,0.263,0,0,0,0
440056,110 HOSPITAL DRIVE,TN,For-Profit,50,5640,1.0,No,9385830,558343,0,20273669,51421001,1664.15,18.25,3594.62,39.43,0.703,0.297,0,0,0,0
440120,900 OAK HILL AVENUE,TN,For-Profit,183,53492,2.0,No,56960793,2387143,0,102792585,294125346,1064.85,19.37,1921.64,34.95,0.771,0.229,0,0,0,0
450021,3500 GASTON AVENUE,TX,Nonprofit,591,203250,2.0,No,211052951,1786840,2585166,322637724,1175812712,1038.39,17.95,1587.39,27.44,0.782,0.207,0,0,0,0
490002,58 CARROLL STREET,VA,Nonprofit,42,6495,2.0,No,4436491,328514,0,11262594,27726255,683.06,16.0,1734.04,40.62,0.797,0.184,0,0,0,0
500039,1800 NW MYHRE RD,WA,Nonprofit,214,73923,2.0,No,146325225,8697124,0,230625757,650798237,1979.43,22.48,3119.81,35.44,0.587,0.396,0,0,0,0
500108,1717 SOUTH J STREET,WA,Nonprofit,254,90654,1.0,No,197668166,0,0,300817111,813029649,2180.47,24.31,3318.3,37.0,0.741,0.219,0,0,0,0
010051,509 WILSON AVENUE,AL,Government,20,1878,1.0,No,3169860,-3423,0,5184868,11206548,1687.89,28.29,2760.85,46.27,0.31,0.037,0,0,0,0
010102,317 MCWILLIAMS AVENUE,AL,Government,21,199,2.0,No,753482,38111,0,1526313,5651844,3786.34,13.33,7669.91,27.01,0.543,0.367,0,0,0,0
010138,751 DERBY DRIVE,AL,Government,33,3454,2.0,No,434429,21266,0,1702305,3970672,125.78,10.94,492.85,42.87,0.347,0.041,0,0,0,0
030085,6200 NORTH LA CHOLLA,AZ,For-Profit,202,47744,1.0,No,75818638,2844115,0,115451770,323893083,1588.02,23.41,2418.14,35.65,0.724,0.268,0,0,0,0
030136,7171 S 51ST AVENUE,AZ,Nonprofit,16,2004,1.0,No,14614805,420053,0,25040783,65266294,7292.82,22.39,12495.4,38.37,0.579,0.064,0,0,0,0
050006,2700 DOLBEER,CA,Nonprofit,114,29738,2.0,No,57316977,3202150,0,105081656,339646577,1927.4,16.88,3533.58,30.94,0.512,0.488,0,0,0,0
050009,1000 TRANCAS STREET,CA,Nonprofit,113,16392,2.0,No,58377831,2717684,0,124283181,310156611,3561.36,18.82,7581.94,40.07,0.597,0.403,0,0,0,0
050043,350 HAWTHORNE AVENUE,CA,Nonprofit,215,50325,1.0,No,75932686,799239,0,151103450,515337982,1508.85,14.73,3002.55,29.32,0.579,0.392,0,0,0,0
050084,1800 N. CALIFORNIA STREET,CA,Nonprofit,261,73972,2.0,No,97187217,7443356,0,249648120,641748865,1313.84,15.14,3374.9,38.9,0.739,0.244,0,0,0,0
050089,1805 MEDICAL CENTER DRIVE,CA,Nonprofit,155,20138,1.0,No,38205549,3141772,0,107616497,246334766,1897.19,15.51,5343.95,43.69,0.755,0.117,0,0,0,0
050139,9400 ROSECRANS AVENUE,CA,Nonprofit,337,62592,2.0,No,152582228,3003148,0,305350824,854215247,2437.73,17.86,4878.43,35.75,0.927,0.028,0,0,0,0
050261,465 W. PUTMAN AVENUE,CA,Government,118,18388,1.0,No,19663516,1708283,0,54872720,157099127,1069.37,12.52,2984.16,34.93,0.701,0.299,0,0,0,0
050551,3751 KATELLA AVE.,CA,For-Profit,155,39630,1.0,No,45155983,1754066,369699,72761416,202510790,1139.44,22.3,1836.02,35.93,0.663,0.298,0,0,0,0
050609,3440 E. LA PALMA AVENUE,CA,Nonprofit,431,86992,2.0,No,167287317,821033,0,344032103,967034619,1923.02,17.3,3954.76,35.58,0.959,0.023,0,0,0,0
050624,23845 MCBEAN PARKWAY,CA,Nonprofit,286,46160,1.0,No,46165382,3193633,0,106737505,347498995,1000.12,13.29,2312.34,30.72,0.7,0.265,0,0,0,0
050778,11234 ANDERSON STREET  STE 1836,CA,Nonprofit,164,36256,1.0,No,87111641,2169630,0,154372843,580173232,2402.68,15.01,4257.86,26.61,0.787,0.0,0,0,0,0
060044,1000 LINCOLN STREET,CO,Nonprofit,29,2400,2.0,No,7803569,86474,0,16773979,43225355,3251.49,18.05,6989.16,38.81,0.427,0.308,0,0,0,0
061304,235 WEST FLETCHER STREET,CO,Government,25,256,2.0,No,2377103,73532,0,5308998,14252733,9285.56,16.68,20738.27,37.25,0.105,0.758,0,0,0,0
100137,40100 US HIGHWAY 27,FL,Nonprofit,187,39334,2.0,No,54336651,378660,0,92566958,228491431,1381.42,23.78,2353.36,40.51,0.886,0.099,0,0,0,0
100226,2001 KINGSLEY AVENUE,FL,For-Profit,272,72601,2.0,No,53174445,2474266,0,102410390,320763671,732.42,16.58,1410.59,31.93,0.739,0.242,0,0,0,0
100256,14000 FIVAY ROAD,FL,For-Profit,270,59077,1.0,No,60661153,2025876,0,101670011,306814393,1026.82,19.77,1720.97,33.14,0.805,0.164,0,0,0,0
100287,1309 NORTH FLAGLER DRIVE,FL,For-Profit,304,40261,1.0,No,60158321,721647,0,81317310,221246830,1494.21,27.19,2019.75,36.75,0.687,0.251,0,0,0,0
102001,955 NW 3RD STREET,FL,For-Profit,47,14418,1.0,No,4972253,47327,0,7170051,25049156,344.86,19.85,497.3,28.62,0.526,0.474,0,0,0,0
102010,1516 EAST LAS OLAS BOULEVARD,FL,For-Profit,174,35138,1.0,No,11169733,1640687,0,31648313,91236998,317.88,12.24,900.69,34.69,0.708,0.292,0,0,0,0
103051,1307 WEST KENNEDY BLVD.,FL,For-Profit,80,15302,1.0,No,5663762,295031,0,11244757,27412971,370.13,20.66,734.86,41.02,0.509,0.491,0,0,0,0
110051,130 HOSPITAL CIRCLE SUITE B,GA,Nonprofit,34,8005,2.0,No,12877709,747750,0,32132614,108071808,1608.71,11.92,4014.07,29.73,0.573,0.414,0,0,0,0
110113,351 LIBERTY STREET,GA,Nonprofit,36,515,1.0,No,6650747,381428,0,12134182,49773836,12914.07,13.36,23561.52,24.38,0.621,0.315,0,0,0,0
110194,102 HOSPITAL CIRCLE,GA,Nonprofit,41,2225,2.0,No,4676970,447456,0,11420631,31083812,2102.01,15.05,5132.87,36.74,0.646,0.287,0,0,0,0
110198,3000 HOSPITAL BLVD.,GA,Nonprofit,130,37691,1.0,No,55921688,3087597,0,107376933,323399905,1483.69,17.29,2848.87,33.2,0.645,0.33,0,0,0,0
110201,400 CHARTER BLVD,GA,Nonprofit,57,5686,1.0,No,8935152,296248,0,20129072,55269158,1571.43,16.17,3540.11,36.42,0.686,0.268,0,0,0,0
130013,1512 12TH AVE ROAD,ID,Nonprofit,56,14910,2.0,No,32085763,0,0,50719388,205467418,2151.96,15.62,3401.7,24.68,0.518,0.258,0,0,0,0
140103,326 W 64TH STREET,IL,Nonprofit,104,10000,1.0,No,23189995,1163241,0,48172809,115102723,2319.0,20.15,4817.28,41.85,0.749,0.215,0,0,0,0
140233,5666 EAST STATE STREET,IL,Nonprofit,178,47696,2.0,No,68807904,432608,0,128127226,357753575,1442.63,19.23,2686.33,35.81,0.626,0.349,0,0,0,0
144031,1650 MOON LAKE BOULEVARD,IL,Nonprofit,141,37864,1.0,No,28881333,131653,0,45879315,89068431,762.76,32.43,1211.69,51.51,0.7,0.16,0,0,0,0
150011,441 WABASH AVENUE,IN,Nonprofit,76,8997,2.0,No,24880998,0,0,55842214,183200535,2765.48,13.58,6206.76,30.48,0.575,0.368,0,0,0,0
150015,3500 FRANCISCAN WAY,IN,Nonprofit,117,27523,2.0,No,56120276,1782544,0,100256569,307721178,2039.03,18.24,3642.65,32.58,0.662,0.338,0,0,0,0
