provider_number,hospital_name,state,ownership,beds,discharges,cmi,teaching,ag_cost_total,med_records_cost,nursing_admin_cost,full_overhead,total_hospital_costs,admin_per_discharge,admin_pct_of_total,overhead_per_discharge,overhead_pct_of_total,commercial_payer_pct,medicare_pct,ag_purchased_services,ag_it,ag_insurance,ag_other
371317,200 S  ACADEMY ROAD,OK,Nonprofit,25,754,2.0,No,5981205,21893,0,10654502,26073096,7932.63,22.94,14130.64,40.86,0.592,0.321,0,0,0,0
371320,1401 W PAWNEE,OK,Nonprofit,14,105,2.0,No,4720373,277380,0,10654054,22777048,44955.93,20.72,101467.18,46.78,0.267,0.695,0,0,0,0
371331,610 WEST BYPASS,OK,For-Profit,15,492,2.0,No,2298111,112619,0,3919386,11463079,4670.96,20.05,7966.23,34.19,0.134,0.579,0,0,0,0
373039,13402 EAST 86TH STREET NORTH,OK,For-Profit,40,14829,1.0,No,5545584,75796,0,10774997,22487931,373.97,24.66,726.62,47.91,0.248,0.662,0,0,0,0
394008,4641 ROOSEVELT BLVD,PA,For-Profit,192,66688,1.0,No,8985260,448243,0,23554214,44421486,134.74,20.23,353.2,53.02,0.901,0.073,0,0,0,0
400004,SERGIO CUEVAS BUSTAMTE,RI,Nonprofit,114,13024,1.0,No,3996345,169334,0,8192399,17576162,306.84,22.74,629.02,46.61,0.742,0.096,0,0,0,0
400014,349 KM 2.7,RI,Nonprofit,149,17729,1.0,No,5631550,800708,0,12251160,44785525,317.65,12.57,691.02,27.36,0.734,0.05,0,0,0,0
400022,2213 PONCE BY PASS,RI,Nonprofit,101,22617,1.0,No,10126453,879601,0,19855467,68035542,447.74,14.88,877.9,29.18,0.648,0.079,0,0,0,0
400113,509 KM 1 COTTO LAUREL,RI,Nonprofit,121,23087,1.0,No,5415714,590216,0,12872670,35008045,234.58,15.47,557.57,36.77,0.558,0.09,0,0,0,0
400115,#2 KM 39.5,RI,For-Profit,88,18296,1.0,No,8045665,681712,0,13560135,32448765,439.75,24.79,741.15,41.79,0.466,0.073,0,0,0,0
400126,JAVILLA #8,RI,For-Profit,51,11477,1.0,No,4045698,444593,0,7262794,24183619,352.5,16.73,632.81,30.03,0.565,0.081,0,0,0,0
404004,STATE ROAD #787,RI,For-Profit,216,59011,1.0,No,5930849,279497,0,12929500,28739832,100.5,20.64,219.1,44.99,0.971,0.029,0,0,0,0
404009,CARR ESTATAL 14 INTERIOR,RI,Nonprofit,61,18342,1.0,No,2468117,288633,0,5312484,14954607,134.56,16.5,289.63,35.52,0.956,0.044,0,0,0,0
422008,807 NORTH MAIN STREET,SC,Nonprofit,32,9171,1.0,No,5290011,0,748846,12784424,31736020,576.82,16.67,1394.01,40.28,0.672,0.237,0,0,0,0
431339,205 ORCHARD DRIVE,SD,Nonprofit,25,594,2.0,No,2999471,298566,0,4797616,20272037,5049.61,14.8,8076.79,23.67,0.234,0.591,0,0,0,0
440030,908 WEST FOURTH NORTH STREET,TN,Nonprofit,74,21683,1.0,No,15748484,38558,0,32709040,110172413,726.31,14.29,1508.51,29.69,0.777,0.223,0,0,0,0
440031,8045 ROANE MEDICAL CENTER DRIVE,TN,Nonprofit,42,7218,1.0,No,7177283,-463,0,16040627,39835400,994.36,18.02,2222.31,40.27,0.767,0.233,0,0,0,0
440084,304 CHURCH STREET,TN,Nonprofit,55,12754,2.0,No,7731056,1159079,0,16794697,56039336,606.17,13.8,1316.82,29.97,0.664,0.213,0,0,0,0
450011,2801 FRANCISCAN DRIVE,TX,Nonprofit,255,55674,1.0,No,58765628,22617249,0,149945353,433478371,1055.53,13.56,2693.27,34.59,0.708,0.268,0,0,0,0
450176,900 S. BRYAN  ROAD,TX,Nonprofit,234,29393,1.0,No,16791367,1918046,0,33969828,113718955,571.27,14.77,1155.71,29.87,0.761,0.163,0,0,0,0
450330,1705 JACKSON ST,TX,Government,140,7402,1.0,No,37023388,1841563,0,52953774,147529500,5001.81,25.1,7153.98,35.89,0.719,0.221,0,0,0,0
451324,310 HUDSPETH,TX,Government,11,166,2.0,No,1166647,51696,0,3557596,11500299,7027.99,10.14,21431.3,30.93,0.62,0.38,0,0,0,0
451374,305 MALLARD LANE,TX,Nonprofit,25,797,1.0,No,9602608,0,0,12234871,217182015,12048.44,4.42,15351.16,5.63,0.803,0.197,0,0,0,0
451385,101 POSEY AVE,TX,Government,25,841,2.0,No,2514439,1104820,0,9110819,32817882,2989.82,7.66,10833.32,27.76,0.669,0.31,0,0,0,0
452038,1106 WEST DITTMAR ROAD,TX,For-Profit,47,13648,1.0,No,5518678,271607,0,14352563,33380985,404.36,16.53,1051.62,43.0,0.796,0.204,0,0,0,0
452041,1810 WEST HIGHWAY 82,TX,For-Profit,20,4457,1.0,No,2557675,89538,0,5744961,14324603,573.86,17.86,1288.97,40.11,0.402,0.598,0,0,0,0
452094,102 MEDICAL DRIVE,TX,For-Profit,31,9674,1.0,No,3598461,289827,0,8014255,25079283,371.97,14.35,828.43,31.96,0.411,0.589,0,0,0,0
452105,546 KEGLEY RD,TX,Nonprofit,25,7965,1.0,No,3446328,0,0,6287618,22995987,432.68,14.99,789.41,27.34,0.852,0.148,0,0,0,0
453042,6701 OAKMONT BLVD,TX,For-Profit,77,21543,1.0,No,6872078,157831,0,14425323,30901501,318.99,22.24,669.61,46.68,0.387,0.613,0,0,0,0
454050,301 EAST DIVISION STREET,TX,For-Profit,54,18007,1.0,No,4097535,193392,0,7439615,12833472,227.55,31.93,413.15,57.97,0.926,0.074,0,0,0,0
454060,17720 CORPORATE WOODS DR,TX,For-Profit,288,85650,1.0,No,12947715,610921,0,26299789,56991586,151.17,22.72,307.06,46.15,0.97,0.028,0,0,0,0
454114,3500 SOUTH I-35,TX,For-Profit,68,18684,1.0,No,6897306,497745,0,13950344,26575942,369.16,25.95,746.65,52.49,0.944,0.049,0,0,0,0
454118,16303 GRANT RD,TX,For-Profit,24,5533,1.0,No,1900258,0,0,4340885,6906330,343.44,27.51,784.54,62.85,0.527,0.144,0,0,0,0
454133,8402 CROSS PARK DRIVE,TX,For-Profit,90,29349,1.0,No,6166951,648779,0,13364218,21823915,210.12,28.26,455.36,61.24,0.904,0.095,0,0,0,0
454147,4001 PRESTON ROAD,TX,For-Profit,30,8022,1.0,No,2910911,82291,0,4520158,8513162,362.87,34.19,563.47,53.1,0.675,0.325,0,0,0,0
454150,5931 CROSSLAKE PKWY,TX,For-Profit,48,13423,1.0,No,3781807,112795,0,6220998,12748875,281.74,29.66,463.46,48.8,0.728,0.272,0,0,0,0
461300,126 S WHITE SAGE AVE,UT,Nonprofit,18,484,2.0,No,2897552,0,0,5328667,13371837,5986.68,21.67,11009.64,39.85,0.457,0.409,0,0,0,0
461301,674 SOUTH HIGHWAY 99,UT,Nonprofit,19,633,2.0,No,2424149,436,0,5012947,11655585,3829.62,20.8,7919.35,43.01,0.561,0.392,0,0,0,0
462003,401 SOUTH 400 EAST,UT,For-Profit,59,12442,1.0,No,6371102,137903,128375,16270038,37567591,512.06,16.96,1307.67,43.31,0.544,0.123,0,0,0,0
464001,1300 E. CENTER STREET,UT,Government,358,108934,1.0,No,3523520,782149,0,16889010,91351334,32.35,3.86,155.04,18.49,0.811,0.007,0,0,0,0
494025,1100 FIRST COLONIAL ROAD,VA,For-Profit,100,24477,1.0,No,5342161,345443,0,10705718,19644959,218.25,27.19,437.38,54.5,0.931,0.069,0,0,0,0
494032,5483 MOORETOWN ROAD,VA,For-Profit,66,21692,1.0,No,7621784,530145,0,11771005,17709860,351.36,43.04,542.64,66.47,0.88,0.114,0,0,0,0
504004,MAPLE STREET,WA,Government,375,106215,1.0,No,24250365,1226618,5819430,55497324,189245175,228.31,12.81,522.5,29.33,0.933,0.0,0,0,0,0
510029,4605 MACCORKLE AVENUE SW,WV,Nonprofit,154,32468,1.0,No,45281578,3718361,0,88065637,258844523,1394.65,17.49,2712.38,34.02,0.723,0.232,0,0,0,0
511308,100 HOYLMAN DRIVE,WV,Nonprofit,25,1031,2.0,No,3928453,0,0,7922853,19738800,3810.33,19.9,7684.63,40.14,0.63,0.345,0,0,0,0
521304,400 WATER AVENUE,WI,Nonprofit,25,398,2.0,No,6501948,397170,0,10881424,26382871,16336.55,24.64,27340.26,41.24,0.485,0.437,0,0,0,0
314018,425 WOODBURY TURNERSVILLE ROAD,NJ,For-Profit,158,53573,1.0,No,11360924,0,2337525,30473875,71692264,212.06,15.85,568.83,42.51,0.84,0.16,0,0,0,0
423036,3085 TAYLOR ROAD,SC,For-Profit,36,2994,1.0,No,1876828,17993,0,3067080,6255717,626.86,30.0,1024.41,49.03,0.219,0.781,0,0,0,0
454108,17750 CALI DRIVE,TX,For-Profit,128,35674,1.0,No,6361034,575104,0,12600535,25376314,178.31,25.07,353.21,49.65,0.944,0.053,0,0,0,0
061303,2400 EDISON STREET,CO,Nonprofit,25,1213,2.0,No,7106051,144378,0,11227244,35885490,5858.24,19.8,9255.77,31.29,0.399,0.349,0,0,0,0
100191,9330 SR 54,FL,For-Profit,224,47236,1.0,No,44846250,1947482,0,90556422,264383965,949.41,16.96,1917.11,34.25,0.803,0.18,0,0,0,0
170191,514 CLEVELAND,KS,Government,29,3270,2.0,No,12068827,727304,0,23005483,73584239,3690.77,16.4,7035.32,31.26,0.362,0.605,0,0,0,0
171304,625 S KENTUCKY ST,KS,Government,25,129,2.0,No,1303682,167528,44866,4185003,11507765,10106.06,11.33,32441.88,36.37,0.256,0.744,0,0,0,0
171373,3066 N. KENTUCKY STREET,KS,Government,25,916,2.0,No,6415273,376614,0,11683973,28932626,7003.57,22.17,12755.43,40.38,0.465,0.528,0,0,0,0
190099,4231 HIGHWAY 1192,LA,For-Profit,37,1555,2.0,No,5303072,928028,0,10161381,29056818,3410.34,18.25,6534.65,34.97,0.506,0.451,0,0,0,0
230021,1234 NAPIER AVENUE,MI,Nonprofit,204,42288,1.0,No,64900808,1016459,3035326,144122908,446373123,1534.73,14.54,3408.13,32.29,0.731,0.225,0,0,0,0
230035,615 SOUTH BOWER,MI,Nonprofit,36,6277,1.0,No,13134492,348126,0,32601768,113488472,2092.48,11.57,5193.85,28.73,0.732,0.237,0,0,0,0
230077,800 S WASHINGTON,MI,Nonprofit,156,30777,2.0,No,60473733,1656254,0,105841300,298667182,1964.9,20.25,3438.97,35.44,0.737,0.235,0,0,0,0
241313,201 9TH STREET WEST,MN,Nonprofit,14,127,2.0,No,1632649,261033,0,3728026,9319872,12855.5,17.52,29354.54,40.0,0.362,0.535,0,0,0,0
260009,601 E. 14TH STREET,MO,Government,61,9918,2.0,No,20511064,1687564,0,37809748,140772642,2068.06,14.57,3812.24,26.86,0.546,0.38,0,0,0,0
313300,150 PROVIDENCE ROAD,NJ,Nonprofit,68,19803,1.0,No,48217589,1121707,30143,75879969,180034269,2434.86,26.78,3831.74,42.15,0.902,0.0,0,0,0,0
361309,1600 E. RIVERVIEW AVE.,OH,Nonprofit,22,1131,2.0,No,5103733,398404,0,11268926,28580679,4512.58,17.86,9963.68,39.43,0.505,0.477,0,0,0,0
361310,1100 NEAL ZICK ROAD,OH,Nonprofit,20,926,2.0,No,5544443,0,0,10031703,23572383,5987.52,23.52,10833.37,42.56,0.563,0.436,0,0,0,0
371304,1000 SOUTH BYRD,OK,Nonprofit,25,218,2.0,No,3138182,73915,0,5466264,11866936,14395.33,26.44,25074.61,46.06,0.413,0.477,0,0,0,0
390068,1500 HIGHLAND DRIVE,PA,Nonprofit,26,6487,1.0,No,12038292,128793,0,33344640,90907714,1855.76,13.24,5140.23,36.68,0.607,0.376,0,0,0,0
440110,550 FORT LOUDOUN MEDICAL CENTER DR,TN,Nonprofit,25,8166,2.0,No,7487656,764,0,14396808,36563881,916.93,20.48,1763.02,39.37,0.715,0.285,0,0,0,0
451380,117 N WINDDSBORO,TX,For-Profit,25,2497,2.0,No,5792431,0,0,10071844,37455528,2319.76,15.46,4033.58,26.89,0.678,0.32,0,0,0,0
490067,200 MEDICAL PARK BLVD,VA,Nonprofit,272,51775,1.0,No,57402509,0,0,91918933,248841635,1108.69,23.07,1775.35,36.94,0.715,0.271,0,0,0,0
010120,2016 SOUTH ALABAMA AVENUE,AL,Government,38,1597,2.0,No,3714693,475694,0,8706569,26018781,2326.04,14.28,5451.83,33.46,0.585,0.255,0,0,0,0
061313,286 16TH STREET,CO,Government,19,410,2.0,No,3609256,330611,0,7202508,19771332,8803.06,18.25,17567.09,36.43,0.171,0.751,0,0,0,0
061316,23500 US HIGHWAY 160,CO,Government,20,550,2.0,No,6785314,758290,0,16979927,39132925,12336.93,17.34,30872.59,43.39,0.567,0.325,0,0,0,0
110089,1101 OCILLA ROAD,GA,Nonprofit,72,9512,2.0,No,17062501,1171934,0,45936758,144692257,1793.79,11.79,4829.35,31.75,0.711,0.224,0,0,0,0
110234,1121 MCPHERSON STREET,GA,Government,10,374,2.0,No,1821212,106194,0,4275882,9581701,4869.55,19.01,11432.84,44.63,0.567,0.366,0,0,0,0
170068,15TH AT PERSHING,KS,Government,59,5383,2.0,No,10171244,438653,0,21200121,60428783,1889.51,16.83,3938.35,35.08,0.503,0.384,0,0,0,0
170150,6401 PATTERSON PARKWAY,KS,Government,32,805,2.0,No,1917931,267607,0,4365716,15856248,2382.52,12.1,5423.25,27.53,0.584,0.416,0,0,0,0
170204,3251 N ROCK RD,KS,For-Profit,24,1868,1.0,No,7181515,178153,0,12403830,35571491,3844.49,20.19,6640.17,34.87,0.481,0.519,0,0,0,0
194114,500 RUE DE SANTE,LA,For-Profit,104,26359,1.0,No,5042158,374463,0,10012774,17962378,191.29,28.07,379.86,55.74,0.809,0.052,0,0,0,0
250025,1105 EARL FRYE BLVD,MS,Nonprofit,80,6047,2.0,No,11405136,397171,0,19390487,49498105,1886.08,23.04,3206.63,39.17,0.401,0.404,0,0,0,0
360001,7500 STATE ROAD,OH,Nonprofit,179,42772,1.0,No,49162997,0,0,77745184,231899979,1149.42,21.2,1817.67,33.53,0.736,0.253,0,0,0,0
451330,3100 AVENUE E,TX,Government,25,1517,2.0,No,5220421,651980,0,12230930,35640303,3441.28,14.65,8062.58,34.32,0.678,0.318,0,0,0,0
453048,3340 PLAZA 10 BLVD,TX,For-Profit,61,7938,1.0,No,2626764,250255,0,5709449,14847510,330.91,17.69,719.26,38.45,0.391,0.609,0,0,0,0
521340,2321 STOUT ROAD,WI,Nonprofit,25,3109,2.0,No,17962339,1325502,0,27773634,81070826,5777.53,22.16,8933.3,34.26,0.32,0.58,0,0,0,0
044004,4253 CROSSOVER ROAD,AR,For-Profit,72,25583,1.0,No,4407518,283683,0,12085829,23205626,172.28,18.99,472.42,52.08,0.789,0.136,0,0,0,0
194088,3136 SOUTH ST. LANDRY ROAD,LA,For-Profit,32,9873,1.0,No,3291515,239005,0,5173004,9545052,333.39,34.48,523.95,54.2,0.925,0.075,0,0,0,0
400032,CARR. #2 KM. 11.7,RI,For-Profit,181,51346,1.0,No,10577671,647580,0,18980472,70152926,206.01,15.08,369.66,27.06,0.654,0.06,0,0,0,0
344025,1000 SOUTH STERLING STREET,NC,Government,384,61369,1.0,No,20370342,1961278,2288162,50616938,126446136,331.93,16.11,824.8,40.03,0.942,0.006,0,0,0,0
170196,3333 N WEBB ROAD,KS,For-Profit,35,3644,1.0,No,7933429,378846,0,15087705,55611623,2177.12,14.27,4140.42,27.13,0.584,0.416,0,0,0,0
230003,100 S PINE STREET,MI,Nonprofit,48,2857,1.0,No,7916115,128545,0,13803460,40586972,2770.78,19.5,4831.45,34.01,0.834,0.132,0,0,0,0
241332,HIGHWAYS 60 AND 71 NORTH,MN,Government,18,726,2.0,No,3717496,354756,0,9007063,24113260,5120.52,15.42,12406.42,37.35,0.397,0.417,0,0,0,0
340187,329 NC HIGHWAY 801 N,NC,Nonprofit,42,4511,1.0,No,11868965,0,0,20207435,85017942,2631.12,13.96,4479.59,23.77,0.724,0.256,0,0,0,0
344014,3019 FALSTAFF ROAD,NC,For-Profit,296,74536,1.0,No,8618302,467470,0,21966406,43291467,115.63,19.91,294.71,50.74,0.935,0.064,0,0,0,0
450518,2555 JIMMY JOHNSON BLVD,TX,For-Profit,162,14751,1.0,No,24433703,378306,0,49611708,130161742,1656.41,18.77,3363.28,38.12,0.78,0.209,0,0,0,0
452062,200 MEMORIAL DRIVE,TX,For-Profit,25,6598,1.0,No,3230294,248930,0,7263359,18539657,489.59,17.42,1100.84,39.18,0.477,0.523,0,0,0,0
041318,880 WEST MAIN,AR,Nonprofit,12,1258,2.0,No,2985039,207978,0,5959874,15365202,2372.84,19.43,4737.58,38.79,0.603,0.307,0,0,0,0
154020,8555 TAFT STREET,IN,Nonprofit,16,1613,1.0,No,11100182,0,0,17808624,43825194,6881.7,25.33,11040.68,40.64,0.737,0.087,0,0,0,0
160013,1518 MULBERRY,IA,Nonprofit,15,2579,2.0,No,6157044,307090,0,12959042,50321565,2387.38,12.24,5024.83,25.75,0.603,0.394,0,0,0,0
193086,900 SOUTH 6TH ST,LA,For-Profit,16,3938,2.0,No,1431610,40100,0,2695541,5597764,363.54,25.57,684.49,48.15,0.343,0.636,0,0,0,0
281322,430 NORTH MONITOR STREET,NE,Nonprofit,25,1657,2.0,No,7878481,692834,0,17265900,43571746,4754.67,18.08,10419.98,39.63,0.264,0.687,0,0,0,0
451389,386 W IH-10,TX,Government,25,456,2.0,No,1754607,134412,0,5627913,15771400,3847.82,11.13,12341.91,35.68,0.809,0.158,0,0,0,0
173032,5100 INDIAN CREEK PARKWAY,KS,For-Profit,45,14726,1.0,No,4413104,284122,0,8623651,25266685,299.68,17.47,585.61,34.13,0.366,0.634,0,0,0,0
263034,10114 KENNERLY ROAD,MO,For-Profit,50,9820,1.0,No,4605691,209032,0,7795041,19454577,469.01,23.67,793.79,40.07,0.271,0.729,0,0,0,0
280133,6901 N. 72ND STREET  STE 20300,NE,For-Profit,34,2122,1.0,No,4924765,13862,0,8598806,29750505,2320.81,16.55,4052.22,28.9,0.708,0.292,0,0,0,0
314020,204 GROVE AVENUE,NJ,Government,180,57743,1.0,No,4200985,125834,0,23720578,47083110,72.75,8.92,410.8,50.38,0.996,0.002,0,0,0,0
170187,401 SOUTH SANTA FE,KS,For-Profit,16,1389,2.0,No,3687749,168550,0,6568544,24122845,2654.97,15.29,4728.97,27.23,0.365,0.635,0,0,0,0
170198,1818 E. 23RD AVENUE,KS,For-Profit,10,937,2.0,No,2224325,38529,0,3216238,16290644,2373.88,13.65,3432.48,19.74,0.477,0.517,0,0,0,0
173033,427  W MAIN STREET,KS,For-Profit,56,15701,1.0,No,3302098,167946,0,9495825,26905901,210.31,12.27,604.79,35.29,0.046,0.035,0,0,0,0
224021,200 MAY STREET,MA,For-Profit,109,34860,1.0,No,8671168,218312,0,17683147,33917736,248.74,25.57,507.26,52.14,0.812,0.137,0,0,0,0
280129,2808 S 143RD PLAZA,NE,For-Profit,24,604,1.0,No,26033048,870131,0,37652805,101281792,43101.07,25.7,62339.08,37.18,0.515,0.445,0,0,0,0
314024,595 COUNTY AVENUE,NJ,Government,84,26979,1.0,No,6362632,0,0,17388734,28766495,235.84,22.12,644.53,60.45,0.979,0.021,0,0,0,0
370097,5602 SOUTHWEST LEE BOULEVARD,OK,For-Profit,118,8226,1.0,No,18574139,905649,0,25877356,79465627,2257.98,23.37,3145.8,32.56,0.533,0.228,0,0,0,0
371307,100 SOUTH ELLIS,OK,Government,25,315,2.0,No,1008743,76041,0,1838679,4996282,3202.36,20.19,5837.08,36.8,0.356,0.517,0,0,0,0
400019,ASIA STREET,RI,For-Profit,133,41149,1.0,No,12083989,1176681,0,19094318,86384824,293.66,13.99,464.03,22.1,0.787,0.059,0,0,0,0
422007,805 PAMPLICO HIGHWAY,SC,For-Profit,44,13064,1.0,No,4201866,2868,0,6143826,22540701,321.64,18.64,470.29,27.26,0.531,0.469,0,0,0,0
170186,3601 NORTH WEBB ROAD,KS,For-Profit,46,5818,1.0,No,5987917,891017,0,9921372,43081024,1029.21,13.9,1705.29,23.03,0.487,0.513,0,0,0,0
173025,1504 SW 8TH AVE.,KS,For-Profit,57,13149,1.0,No,3577030,103116,0,8302872,17905244,272.04,19.98,631.45,46.37,0.444,0.554,0,0,0,0
252004,1314 19TH AVENUE,MS,Nonprofit,49,4859,2.0,No,2200155,5757,0,4366153,12837462,452.8,17.14,898.57,34.01,0.097,0.903,0,0,0,0
440057,1850 OLD KNOXVILLE HWY,TN,Nonprofit,21,3082,2.0,No,4159384,175687,0,11839218,32090651,1349.57,12.96,3841.41,36.89,0.774,0.226,0,0,0,0
451397,700 MEDICAL PARKWAY,TX,Nonprofit,25,3164,2.0,No,12413900,0,0,16304995,38922480,3923.48,31.89,5153.29,41.89,0.603,0.351,0,0,0,0
454026,6500 HORNWOOD,TX,For-Profit,160,49095,1.0,No,8442331,512230,0,17093106,34433794,171.96,24.52,348.16,49.64,0.967,0.032,0,0,0,0
041329,214 CARTER STREET,AR,Nonprofit,25,881,2.0,No,4377674,80882,0,8005067,18436739,4968.98,23.74,9086.34,43.42,0.64,0.292,0,0,0,0
173035,502 ROSEPORT ROAD,KS,For-Profit,30,3243,1.0,No,1479770,25867,0,3043843,8770140,456.3,16.87,938.59,34.71,0.21,0.79,0,0,0,0
281359,810 N 22ND ST,NE,Nonprofit,21,722,1.0,No,6924548,396975,0,14240049,44870872,9590.79,15.43,19723.06,31.74,0.313,0.687,0,0,0,0
521338,1515 PARK AVENUE,WI,Nonprofit,21,2474,2.0,No,7764179,480679,0,22070534,53925337,3138.31,14.4,8920.99,40.93,0.497,0.49,0,0,0,0
171344,2600 OTTAWA ROAD,KS,Government,15,435,2.0,No,3155391,122719,0,6591039,18972436,7253.77,16.63,15151.81,34.74,0.517,0.483,0,0,0,0
222043,4499 ACUSHNET AVENUE,MA,For-Profit,90,17303,1.0,No,5109518,178364,0,10047843,28108983,295.3,18.18,580.7,35.75,0.35,0.207,0,0,0,0
280131,7915 FARNAM DRIVE,NE,For-Profit,19,686,1.0,No,6590544,0,0,13012021,44927458,9607.21,14.67,18967.96,28.96,0.334,0.663,0,0,0,0
321313,1901 RED ROCK DRIVE,NM,Nonprofit,21,1281,2.0,No,6606978,302078,0,9411636,27376389,5157.67,24.13,7347.1,34.38,0.601,0.358,0,0,0,0
364062,4646 HILTON CORPORATE DRIVE,OH,For-Profit,80,22305,1.0,No,5758617,435890,0,10306775,18272119,258.18,31.52,462.08,56.41,0.904,0.092,0,0,0,0
371335,401 NW H STREET,OK,Nonprofit,25,112,2.0,No,2232096,48112,0,3472253,15886770,19929.43,14.05,31002.26,21.86,0.0,1.0,0,0,0,0
450023,2701 HOSPITAL DRIVE,TX,Government,264,27219,1.0,No,22685914,1696129,0,45323925,177526880,833.46,12.78,1665.16,25.53,0.716,0.265,0,0,0,0
100211,13100 FORT KING ROAD,FL,Nonprofit,63,15221,1.0,No,19262895,464,0,31133960,83904800,1265.55,22.96,2045.46,37.11,0.773,0.206,0,0,0,0
110200,100 FIRST COURT,GA,Nonprofit,85,20546,1.0,No,17554299,508669,0,35494491,107404635,854.39,16.34,1727.56,33.05,0.653,0.315,0,0,0,0
190034,118 NORTH HOSPITAL DRIVE,LA,Government,38,4756,2.0,No,7846258,1361478,0,21882783,63770125,1649.76,12.3,4601.09,34.32,0.698,0.293,0,0,0,0
252005,4500 13TH ST  3RD FLOOR  WING C & D,MS,For-Profit,36,11804,1.0,No,4348719,29668,0,6064306,20694863,368.41,21.01,513.75,29.3,0.447,0.553,0,0,0,0
264008,1000 EAST 24TH STREET,MO,Government,28,9149,1.0,No,7160989,301865,0,14832285,41065364,782.71,17.44,1621.19,36.12,0.847,0.054,0,0,0,0
360096,425 WEST FIFTH STREET,OH,Nonprofit,106,11303,2.0,No,12314649,1034469,0,21546095,61801745,1089.5,19.93,1906.23,34.86,0.737,0.234,0,0,0,0
360174,3130 N. COUNTY ROAD 25 A,OH,Nonprofit,129,20566,1.0,No,24592182,249031,0,41594372,138421367,1195.77,17.77,2022.48,30.05,0.685,0.303,0,0,0,0
360175,610 WEST MAIN STREET,OH,For-Profit,69,4291,2.0,No,12560098,855534,0,22060215,93236075,2927.08,13.47,5141.04,23.66,0.55,0.221,0,0,0,0
391306,100 HOSPITAL DRIVE,PA,Nonprofit,25,1195,2.0,No,1228209,289695,0,5148822,20253090,1027.79,6.06,4308.64,25.42,0.998,0.0,0,0,0,0
454141,613 VICTORIA LN,TX,For-Profit,94,24460,1.0,No,8396493,237977,0,12144884,18986092,343.27,44.22,496.52,63.97,0.947,0.046,0,0,0,0
530032,190 ARROWHEAD DR,WY,For-Profit,26,951,2.0,No,7354195,66323,0,11588718,28070738,7733.12,26.2,12185.82,41.28,0.527,0.355,0,0,0,0
034037,831 LANDON DRIVE,AZ,For-Profit,24,2831,1.0,No,1644512,223,0,1996212,3825683,580.89,42.99,705.13,52.18,0.794,0.108,0,0,0,0
050070,1200 EL CAMINO REAL,CA,Nonprofit,105,23867,1.0,No,38719506,186112,0,90120430,257710450,1622.3,15.02,3775.94,34.97,0.894,0.101,0,0,0,0
050072,1425 SOUTH MAIN STREET,CA,Nonprofit,200,40361,1.0,No,90586768,673378,0,213462448,660154930,2244.41,13.72,5288.83,32.34,0.966,0.028,0,0,0,0
050076,2425 GEARY BOULEVARD,CA,Nonprofit,185,49038,2.0,No,88487729,641695,0,204809635,669872319,1804.47,13.21,4176.55,30.57,0.963,0.03,0,0,0,0
103044,5850 SE COMMUNITY DRIVE,FL,For-Profit,80,28515,1.0,No,8765218,185613,0,16872110,32802240,307.39,26.72,591.69,51.44,0.288,0.712,0,0,0,0
151317,R.R 1,IN,Government,20,1515,2.0,No,5693131,364640,0,17165494,55935728,3757.84,10.18,11330.36,30.69,0.446,0.533,0,0,0,0
151330,1100 MERCER AVENEUE,IN,Government,21,1746,1.0,No,14552630,551954,0,21897790,74709618,8334.84,19.48,12541.69,29.31,0.509,0.491,0,0,0,0
191314,900 JOHNSON ST,LA,Government,19,446,2.0,No,4570430,641901,0,10276803,23649250,10247.6,19.33,23042.16,43.46,0.659,0.325,0,0,0,0
194102,2471 LOUISIANA AVE,LA,For-Profit,19,6468,1.0,No,2430847,34934,0,3442115,6544759,375.83,37.14,532.18,52.59,0.925,0.075,0,0,0,0
370214,HIGHWAY #19 WEST,OK,Government,26,7170,2.0,No,2524614,256824,0,6561056,16423574,352.11,15.37,915.07,39.95,0.187,0.0,0,0,0,0
380103,2875 NW STUCKI AVENUE,OR,Nonprofit,102,20960,1.0,No,48227077,914902,0,88317537,232688756,2300.91,20.73,4213.62,37.96,0.885,0.083,0,0,0,0
452087,700 EAST MARSHALL AVENUE,TX,For-Profit,32,7797,1.0,No,2653225,118972,0,3817477,14020651,340.29,18.92,489.61,27.23,0.484,0.516,0,0,0,0
040153,2001 SOUTH MAIN,AR,For-Profit,28,752,2.0,No,286380,141413,0,3852370,13632812,380.82,2.1,5122.83,28.26,0.44,0.447,0,0,0,0
050279,6601 WHITE FEATHER ROAD,CA,Government,51,5778,1.0,No,16383255,783410,0,32322079,73793595,2835.45,22.2,5593.99,43.8,0.725,0.212,0,0,0,0
061343,602 NORTH 6TH STREET WEST,CO,Government,11,146,2.0,No,2682328,172998,0,4844100,12469730,18372.11,21.51,33178.77,38.85,0.199,0.705,0,0,0,0
104072,6601 CENTRAL FLORIDA PARKWAY,FL,For-Profit,174,46138,1.0,No,12490872,446074,0,22866513,37762892,270.73,33.08,495.61,60.55,0.947,0.053,0,0,0,0
251302,400 SOUTH CHESTNUT ST,MS,Nonprofit,25,487,2.0,No,4466374,176390,0,7584717,52586164,9171.2,8.49,15574.37,14.42,0.452,0.517,0,0,0,0
314022,1691 ROUTE 9,NJ,Nonprofit,40,10851,1.0,No,2393196,54182,0,6008739,11302053,220.55,21.17,553.75,53.17,0.667,0.327,0,0,0,0
