measure_key,measure_name,mod1,paid,measure_total_paid,share
preopec,Preop echocardiogram,PN,151.21,618083087.09,2.4464348427961774e-07
preopec,Preop echocardiogram,TV,150.18,618083087.09,2.42977041658045e-07
preopec,Preop echocardiogram,AI,149.76,618083087.09,2.422975213657532e-07
preopec,Preop echocardiogram,56,149.52,618083087.09,2.419092240558722e-07
preopec,Preop echocardiogram,FQ,146.75,618083087.09,2.3742762593766218e-07
preopec,Preop echocardiogram,LT,137.27,618083087.09,2.220898821973621e-07
preopec,Preop echocardiogram,GZ,123.11,618083087.09,1.991803409143822e-07
preopec,Preop echocardiogram,Q3,99.51,618083087.09,1.6099777210941576e-07
preopec,Preop echocardiogram,24,0.0,618083087.09,0.0
preopec,Preop echocardiogram,25,0.0,618083087.09,0.0
preopec,Preop echocardiogram,2P,0.0,618083087.09,0.0
preopec,Preop echocardiogram,50,0.0,618083087.09,0.0
preopec,Preop echocardiogram,97,0.0,618083087.09,0.0
preopec,Preop echocardiogram,A,0.0,618083087.09,0.0
preopec,Preop echocardiogram,ER,0.0,618083087.09,0.0
preopec,Preop echocardiogram,GE,0.0,618083087.09,0.0
preopec,Preop echocardiogram,GY,0.0,618083087.09,0.0
preopec,Preop echocardiogram,LD,0.0,618083087.09,0.0
preopec,Preop echocardiogram,MH,0.0,618083087.09,0.0
preopec,Preop echocardiogram,NC,0.0,618083087.09,0.0
preopec,Preop echocardiogram,PC,0.0,618083087.09,0.0
preopec,Preop echocardiogram,PO,0.0,618083087.09,0.0
preopec,Preop echocardiogram,Q2,0.0,618083087.09,0.0
preopec,Preop echocardiogram,QW,0.0,618083087.09,0.0
preopst,Preop stress test,GLOBAL,325551971.59999996,479731468.92,0.6786129172074159
preopst,Preop stress test,26,65362632.81,479731468.92,0.13624837444403687
preopst,Preop stress test,51,29506799.52,479731468.92,0.06150690840946386
preopst,Preop stress test,ME,24064827.58,479731468.92,0.05016312070203809
preopst,Preop stress test,TC,13169106.28,479731468.92,0.02745099526125954
preopst,Preop stress test,59,5909341.07,479731468.92,0.012318018418311103
preopst,Preop stress test,MG,4339588.3,479731468.92,0.009045869577348218
preopst,Preop stress test,GA,2160654.51,479731468.92,0.0045038832137991565
preopst,Preop stress test,MC,1949507.06,479731468.92,0.004063746462971975
preopst,Preop stress test,MH,1708200.72,479731468.92,0.0035607435214654627
preopst,Preop stress test,QQ,1190396.0999999999,479731468.92,0.0024813800576391
preopst,Preop stress test,GC,1074651.46,479731468.92,0.0022401104151439535
preopst,Preop stress test,X5,980148.57,479731468.92,0.0020431191895886433
preopst,Preop stress test,MF,758696.2999999999,479731468.92,0.0015815020467763396
preopst,Preop stress test,CR,399407.52,479731468.92,0.0008325647698266906
preopst,Preop stress test,XP,301349.55000000005,479731468.92,0.0006281629818415208
preopst,Preop stress test,XU,294558.34,479731468.92,0.0006140067080926071
preopst,Preop stress test,GW,170065.05000000002,479731468.92,0.00035450050917622847
preopst,Preop stress test,AQ,146134.49,479731468.92,0.0003046172691755799
preopst,Preop stress test,XE,123931.78,479731468.92,0.00025833573161044155
preopst,Preop stress test,X2,122644.19,479731468.92,0.0002556517509182874
preopst,Preop stress test,Q6,87731.25,479731468.92,0.00018287574546132194
preopst,Preop stress test,52,47143.38,479731468.92,9.82703513407865e-05
preopst,Preop stress test,X4,46649.52,479731468.92,9.724090042502353e-05
preopst,Preop stress test,GV,45413.619999999995,479731468.92,9.466466751125965e-05
preopst,Preop stress test,XS,44414.92,479731468.92,9.258287787538621e-05
preopst,Preop stress test,MA,40302.85999999999,479731468.92,8.401129092225737e-05
preopst,Preop stress test,X1,28118.449999999997,479731468.92,5.861289454974034e-05
preopst,Preop stress test,Q5,19631.149999999998,479731468.92,4.0921122068966646e-05
preopst,Preop stress test,CC,16211.410000000002,479731468.92,3.37926757994344e-05
preopst,Preop stress test,53,15278.05,479731468.92,3.1847087359924194e-05
preopst,Preop stress test,PN,7840.58,479731468.92,1.6343684973702432e-05
preopst,Preop stress test,77,7220.16,479731468.92,1.5050419803092037e-05
preopst,Preop stress test,CT,6902.410000000001,479731468.92,1.43880700916684e-05
preopst,Preop stress test,79,6901.670000000001,479731468.92,1.438652756204935e-05
preopst,Preop stress test,76,3785.4300000000003,479731468.92,7.890726886276577e-06
preopst,Preop stress test,KX,3077.72,479731468.92,6.415505755602704e-06
preopst,Preop stress test,Q1,2199.4,479731468.92,4.584648167758142e-06
preopst,Preop stress test,PD,2101.5299999999997,479731468.92,4.380638203141205e-06
preopst,Preop stress test,PO,2078.7000000000003,479731468.92,4.333049079893994e-06
preopst,Preop stress test,25,1702.7299999999998,479731468.92,3.549339808441766e-06
preopst,Preop stress test,JZ,1555.76,479731468.92,3.2429809191013035e-06
preopst,Preop stress test,QJ,1180.62,479731468.92,2.4610017822217953e-06
preopst,Preop stress test,62,1075.47,479731468.92,2.241816661352573e-06
preopst,Preop stress test,ET,945.14,479731468.92,1.970143843445908e-06
preopst,Preop stress test,SA,822.61,479731468.92,1.714730121523836e-06
preopst,Preop stress test,GZ,785.26,479731468.92,1.6368740657514588e-06
preopst,Preop stress test,LT,769.25,479731468.92,1.6035012289933392e-06
preopst,Preop stress test,Q0,665.23,479731468.92,1.3866715925423974e-06
preopst,Preop stress test,AO,589.54,479731468.92,1.2288958265072905e-06
preopst,Preop stress test,MB,580.61,479731468.92,1.210281246104417e-06
preopst,Preop stress test,95,572.0,479731468.92,1.1923337055368088e-06
preopst,Preop stress test,RT,567.02,479731468.92,1.1819528981004917e-06
preopst,Preop stress test,JW,327.1,479731468.92,6.818397816102975e-07
preopst,Preop stress test,FY,256.56,479731468.92,5.347991879239924e-07
preopst,Preop stress test,Q3,238.63,479731468.92,4.974241121542809e-07
preopst,Preop stress test,FS,229.4,479731468.92,4.78184181905846e-07
preopst,Preop stress test,GX,212.85,479731468.92,4.436857154257163e-07
preopst,Preop stress test,CG,204.35,479731468.92,4.259674698014805e-07
preopst,Preop stress test,AG,197.05,479731468.92,4.107506235594898e-07
preopst,Preop stress test,AM,107.08000000000001,479731468.92,2.2320820487566694e-07
preopst,Preop stress test,GF,64.14,479731468.92,1.336997969809981e-07
preopst,Preop stress test,UD,54.8,479731468.92,1.1423057178919075e-07
preopst,Preop stress test,24,52.11,479731468.92,1.0862326817399143e-07
preopst,Preop stress test,58,27.86,479731468.92,5.807415565778932e-08
preopst,Preop stress test,KV,27.42,479731468.92,5.715697588429947e-08
preopst,Preop stress test,HB,17.19,479731468.92,3.583254615066039e-08
preopst,Preop stress test,93,15.72,479731468.92,3.27683319074102e-08
preopst,Preop stress test,TH,10.41,479731468.92,2.1699639640975838e-08
preopst,Preop stress test,97,0.0,479731468.92,0.0
preopst,Preop stress test,AS,0.0,479731468.92,0.0
preopst,Preop stress test,GP,0.0,479731468.92,0.0
preopst,Preop stress test,GY,0.0,479731468.92,0.0
preopst,Preop stress test,NC,0.0,479731468.92,0.0
preopst,Preop stress test,QW,0.0,479731468.92,0.0
preopst,Preop stress test,SC,0.0,479731468.92,0.0
preopst,Preop stress test,ST,0.0,479731468.92,0.0
preopst,Preop stress test,SU,0.0,479731468.92,0.0
preopx,Preop chest X-ray,26,0.0,0.0,
preopx,Preop chest X-ray,AG,0.0,0.0,
preopx,Preop chest X-ray,GLOBAL,0.0,0.0,
psa,PSA over 75,GLOBAL,82672798.52,91293640.84,0.9055701772798307
psa,PSA over 75,GA,4076420.42,91293640.84,0.044651745537723476
psa,PSA over 75,90,3271920.21,91293640.84,0.03583951937829189
psa,PSA over 75,59,1049838.58,91293640.84,0.011499580587873946
psa,PSA over 75,Q4,94203.26,91293640.84,0.0010318709948823198
psa,PSA over 75,GW,41093.97,91293640.84,0.00045012959962918703
psa,PSA over 75,Q1,19282.21,91293640.84,0.00021121087758778007
psa,PSA over 75,X1,13236.980000000001,91293640.84,0.0001449934505646341
psa,PSA over 75,XU,11799.800000000001,91293640.84,0.00012925106164491973
psa,PSA over 75,GV,10114.4,91293640.84,0.00011078975388577568
psa,PSA over 75,91,9329.82,91293640.84,0.00010219572704249265
psa,PSA over 75,X2,8006.64,91293640.84,8.770205598473533e-05
psa,PSA over 75,CC,5799.200000000001,91293640.84,6.352249671106447e-05
psa,PSA over 75,Q6,2651.6400000000003,91293640.84,2.904517746912108e-05
psa,PSA over 75,77,2108.34,91293640.84,2.3094051027004697e-05
psa,PSA over 75,KX,1474.0,91293640.84,1.6145702881795595e-05
psa,PSA over 75,XS,1280.32,91293640.84,1.4024196956323294e-05
psa,PSA over 75,AQ,759.52,91293640.84,8.319527986961594e-06
psa,PSA over 75,QJ,405.43999999999994,91293640.84,4.441054122384806e-06
psa,PSA over 75,AY,252.28,91293640.84,2.7633907211800493e-06
psa,PSA over 75,CR,145.96,91293640.84,1.5987970099232599e-06
psa,PSA over 75,GC,109.02,91293640.84,1.1941686079873512e-06
psa,PSA over 75,X5,108.12,91293640.84,1.184310309077164e-06
psa,PSA over 75,XE,90.11,91293640.84,9.870347942188609e-07
psa,PSA over 75,SA,81.33,91293640.84,8.908616115172562e-07
psa,PSA over 75,GX,55.86,91293640.84,6.118717523589565e-07
psa,PSA over 75,Q5,37.84,91293640.84,4.144867008460959e-07
psa,PSA over 75,FA,36.94,91293640.84,4.0462840193590853e-07
psa,PSA over 75,JZ,36.94,91293640.84,4.0462840193590853e-07
psa,PSA over 75,Q0,36.129999999999995,91293640.84,3.9575593291674e-07
psa,PSA over 75,76,36.04,91293640.84,3.947701030257213e-07
psa,PSA over 75,TA,18.92,91293640.84,2.0724335042304796e-07
psa,PSA over 75,95,18.02,91293640.84,1.9738505151286065e-07
psa,PSA over 75,PN,18.02,91293640.84,1.9738505151286065e-07
psa,PSA over 75,TR,18.02,91293640.84,1.9738505151286065e-07
psa,PSA over 75,XP,18.02,91293640.84,1.9738505151286065e-07
psa,PSA over 75,26,0.0,91293640.84,0.0
psa,PSA over 75,33,0.0,91293640.84,0.0
psa,PSA over 75,C4,0.0,91293640.84,0.0
psa,PSA over 75,CG,0.0,91293640.84,0.0
psa,PSA over 75,GB,0.0,91293640.84,0.0
psa,PSA over 75,GY,0.0,91293640.84,0.0
psa,PSA over 75,GZ,0.0,91293640.84,0.0
psa,PSA over 75,QW,0.0,91293640.84,0.0
psa,PSA over 75,RT,0.0,91293640.84,0.0
psa,PSA over 75,SL,0.0,91293640.84,0.0
psa,PSA over 75,TC,0.0,91293640.84,0.0
pth,PTH for non-dialysis CKD,GLOBAL,65457579.32,69062552.08,0.9478013387657018
pth,PTH for non-dialysis CKD,90,2779956.79,69062552.08,0.040252737645428756
pth,PTH for non-dialysis CKD,GA,363189.38,69062552.08,0.005258846785437241
pth,PTH for non-dialysis CKD,AY,152746.58,69062552.08,0.002211713517668199
pth,PTH for non-dialysis CKD,Q4,149717.87000000002,69062552.08,0.002167858926304538
pth,PTH for non-dialysis CKD,59,60696.28,69062552.08,0.0008788595001483762
pth,PTH for non-dialysis CKD,GW,59242.91,69062552.08,0.0008578152445246273
pth,PTH for non-dialysis CKD,91,15953.140000000001,69062552.08,0.00023099551811407663
pth,PTH for non-dialysis CKD,GV,11857.06,69062552.08,0.0001716858071833942
pth,PTH for non-dialysis CKD,X5,6876.5,69062552.08,9.956915568417552e-05
pth,PTH for non-dialysis CKD,77,2831.5,69062552.08,4.099906410524874e-05
pth,PTH for non-dialysis CKD,Q1,286.75,69062552.08,4.152033068048765e-06
pth,PTH for non-dialysis CKD,CC,283.15000000000003,69062552.08,4.099906410524875e-06
pth,PTH for non-dialysis CKD,76,242.7,69062552.08,3.5142054947356066e-06
pth,PTH for non-dialysis CKD,95,202.25,69062552.08,2.928504578946339e-06
pth,PTH for non-dialysis CKD,XE,202.25,69062552.08,2.928504578946339e-06
pth,PTH for non-dialysis CKD,XU,202.25,69062552.08,2.928504578946339e-06
pth,PTH for non-dialysis CKD,Q3,121.35000000000001,69062552.08,1.7571027473678035e-06
pth,PTH for non-dialysis CKD,QJ,121.35,69062552.08,1.7571027473678033e-06
pth,PTH for non-dialysis CKD,CR,40.45,69062552.08,5.857009157892678e-07
pth,PTH for non-dialysis CKD,E2,40.45,69062552.08,5.857009157892678e-07
pth,PTH for non-dialysis CKD,FA,40.45,69062552.08,5.857009157892678e-07
pth,PTH for non-dialysis CKD,GT,40.45,69062552.08,5.857009157892678e-07
pth,PTH for non-dialysis CKD,KX,40.45,69062552.08,5.857009157892678e-07
pth,PTH for non-dialysis CKD,XS,40.45,69062552.08,5.857009157892678e-07
pth,PTH for non-dialysis CKD,26,0.0,69062552.08,0.0
pth,PTH for non-dialysis CKD,GC,0.0,69062552.08,0.0
pth,PTH for non-dialysis CKD,GY,0.0,69062552.08,0.0
pth,PTH for non-dialysis CKD,GZ,0.0,69062552.08,0.0
pth,PTH for non-dialysis CKD,JW,0.0,69062552.08,0.0
pth,PTH for non-dialysis CKD,SA,0.0,69062552.08,0.0
pth,PTH for non-dialysis CKD,XP,0.0,69062552.08,0.0
renlstent,Renal artery stent,GLOBAL,2214315.78,5530691.39,0.40036871050221445
renlstent,Renal artery stent,LT,1327241.55,5530691.39,0.23997751029821973
renlstent,Renal artery stent,RT,879453.98,5530691.39,0.1590133887401734
renlstent,Renal artery stent,59,244820.37,5530691.39,0.04426578030418725
renlstent,Renal artery stent,GC,224727.55,5530691.39,0.04063281317889625
renlstent,Renal artery stent,50,149405.39,5530691.39,0.02701387213000869
renlstent,Renal artery stent,XS,125340.64,5530691.39,0.022662743436856276
renlstent,Renal artery stent,51,75477.29,5530691.39,0.013646989983290317
renlstent,Renal artery stent,79,66540.13,5530691.39,0.012031069048674584
renlstent,Renal artery stent,XU,55990.75,5530691.39,0.01012364387230798
renlstent,Renal artery stent,78,50702.42,5530691.39,0.00916746504635472
renlstent,Renal artery stent,22,23997.41,5530691.39,0.0043389530002324
renlstent,Renal artery stent,58,21472.82,5530691.39,0.0038824838498175544
renlstent,Renal artery stent,X5,18445.16,5530691.39,0.003335055004759541
renlstent,Renal artery stent,SG,10385.64,5530691.39,0.0018778194745738652
renlstent,Renal artery stent,X4,8378.23,5530691.39,0.0015148612369058618
renlstent,Renal artery stent,XE,6481.77,5530691.39,0.001171963782271352
renlstent,Renal artery stent,53,4963.42,5530691.39,0.0008974321020649102
renlstent,Renal artery stent,AS,4213.41,5530691.39,0.0007618233784691429
renlstent,Renal artery stent,80,3591.12,5530691.39,0.0006493076085375286
renlstent,Renal artery stent,AQ,2598.67,5530691.39,0.00046986349748218375
renlstent,Renal artery stent,82,2055.39,5530691.39,0.0003716334640758178
renlstent,Renal artery stent,CR,2045.0500000000002,5530691.39,0.00036976389673407545
renlstent,Renal artery stent,Q6,1803.1399999999999,5530691.39,0.0003260243381614536
renlstent,Renal artery stent,52,1289.86,5530691.39,0.0002332185813752302
renlstent,Renal artery stent,Q1,1087.84,5530691.39,0.00019669150261519112
renlstent,Renal artery stent,GW,968.54,5530691.39,0.0001751209625890914
renlstent,Renal artery stent,GV,756.3900000000001,5530691.39,0.00013676228642365093
renlstent,Renal artery stent,AO,733.92,5530691.39,0.00013269950323516424
renlstent,Renal artery stent,Q0,548.59,5530691.39,9.919013036813108e-05
renlstent,Renal artery stent,AG,513.8,5530691.39,9.289977758097256e-05
renlstent,Renal artery stent,LD,345.37,5530691.39,6.244608054328629e-05
renlstent,Renal artery stent,62,0.0,5530691.39,0.0
renlstent,Renal artery stent,GZ,0.0,5530691.39,0.0
rhcath,PA catheter in ICU,GLOBAL,1897348.29,3335745.54,0.5687928732117858
rhcath,PA catheter in ICU,59,522540.27,3335745.54,0.15664872027378923
rhcath,PA catheter in ICU,GC,380421.27999999997,3335745.54,0.11404385479595064
rhcath,PA catheter in ICU,X4,288318.17,3335745.54,0.08643290279269922
rhcath,PA catheter in ICU,XU,150938.8,3335745.54,0.04524889509407842
rhcath,PA catheter in ICU,RT,24456.87,3335745.54,0.007331755287305277
rhcath,PA catheter in ICU,AQ,16035.019999999999,3335745.54,0.0048070273369832635
rhcath,PA catheter in ICU,XS,12722.52,3335745.54,0.003813995956058447
rhcath,PA catheter in ICU,XE,12126.31,3335745.54,0.003635262298814315
rhcath,PA catheter in ICU,X5,7222.33,3335745.54,0.002165132176119165
rhcath,PA catheter in ICU,Q1,6648.09,3335745.54,0.0019929847526679147
rhcath,PA catheter in ICU,CR,4071.39,3335745.54,0.0012205337461082238
rhcath,PA catheter in ICU,LT,2548.69,3335745.54,0.0007640540830941199
rhcath,PA catheter in ICU,XP,1622.51,3335745.54,0.0004864010100722491
rhcath,PA catheter in ICU,79,1479.88,3335745.54,0.0004436429524537414
rhcath,PA catheter in ICU,78,1310.99,3335745.54,0.0003930125917218494
rhcath,PA catheter in ICU,X3,976.72,3335745.54,0.00029280410879302263
rhcath,PA catheter in ICU,76,967.24,3335745.54,0.0002899621653994627
rhcath,PA catheter in ICU,Q6,722.51,3335745.54,0.00021659625751909123
rhcath,PA catheter in ICU,58,487.27,3335745.54,0.0001460752908628636
rhcath,PA catheter in ICU,Q0,358.45,3335745.54,0.00010745723728075492
rhcath,PA catheter in ICU,22,357.22,3335745.54,0.0001070885041189323
rhcath,PA catheter in ICU,GW,350.75,3335745.54,0.00010514890773113347
rhcath,PA catheter in ICU,77,334.93,3335745.54,0.00010040633974736574
rhcath,PA catheter in ICU,52,312.14,3335745.54,9.3574283846603e-05
rhcath,PA catheter in ICU,53,295.31,3335745.54,8.852893497385894e-05
rhcath,PA catheter in ICU,GV,211.13,3335745.54,6.329319711838691e-05
rhcath,PA catheter in ICU,AG,145.82999999999998,3335745.54,4.3717363405363346e-05
rhcath,PA catheter in ICU,FS,144.05,3335745.54,4.318374956142488e-05
rhcath,PA catheter in ICU,51,141.91,3335745.54,4.254221381646515e-05
rhcath,PA catheter in ICU,56,64.55,3335745.54,1.9350996419229268e-05
rhcath,PA catheter in ICU,X2,64.12,3335745.54,1.922208970412054e-05
rhcath,PA catheter in ICU,80,0.0,3335745.54,0.0
rhcath,PA catheter in ICU,82,0.0,3335745.54,0.0
rhcath,PA catheter in ICU,AS,0.0,3335745.54,0.0
rhcath,PA catheter in ICU,GA,0.0,3335745.54,0.0
rhcath,PA catheter in ICU,GZ,0.0,3335745.54,0.0
rhcath,PA catheter in ICU,O1,0.0,3335745.54,0.0
rhinoct,CT for sinusitis,26,12648627.34,26244272.759999998,0.4819576238850217
rhinoct,CT for sinusitis,GLOBAL,9510952.5,26244272.759999998,0.3624010688722929
rhinoct,CT for sinusitis,TC,1413724.59,26244272.759999998,0.053867927792410286
rhinoct,CT for sinusitis,X5,636832.7200000001,26244272.759999998,0.024265588375175846
rhinoct,CT for sinusitis,ME,467483.4,26244272.759999998,0.017812777830617244
rhinoct,CT for sinusitis,MG,369802.27,26244272.759999998,0.014090779858210865
rhinoct,CT for sinusitis,51,367446.22000000003,26244272.759999998,0.01400100598558175
rhinoct,CT for sinusitis,MH,237258.23,26244272.759999998,0.009040381197440352
rhinoct,CT for sinusitis,GA,126458.84,26244272.759999998,0.004818530928879129
rhinoct,CT for sinusitis,GC,100184.96,26244272.759999998,0.003817402787883539
rhinoct,CT for sinusitis,CT,80158.12000000001,26244272.759999998,0.003054309057562166
rhinoct,CT for sinusitis,59,75408.01,26244272.759999998,0.0028733129963095234
rhinoct,CT for sinusitis,Q6,50428.020000000004,26244272.759999998,0.001921486659628819
rhinoct,CT for sinusitis,XU,45761.87,26244272.759999998,0.0017436897725643058
rhinoct,CT for sinusitis,52,34698.02,26244272.759999998,0.0013221177937490693
rhinoct,CT for sinusitis,QQ,31789.390000000003,26244272.759999998,0.0012112886606045169
rhinoct,CT for sinusitis,MC,16099.4,26244272.759999998,0.0006134443178222783
rhinoct,CT for sinusitis,MF,9812.9,26244272.759999998,0.0003739063410039029
rhinoct,CT for sinusitis,CR,6010.360000000001,26244272.759999998,0.00022901606209338912
rhinoct,CT for sinusitis,GW,3453.24,26244272.759999998,0.00013158070835413767
rhinoct,CT for sinusitis,79,2567.08,26244272.759999998,9.781486511268831e-05
rhinoct,CT for sinusitis,MA,2181.68,26244272.759999998,8.31297563453612e-05
rhinoct,CT for sinusitis,XS,2099.21,26244272.759999998,7.998735644904188e-05
rhinoct,CT for sinusitis,XP,1102.09,26244272.759999998,4.1993543127616845e-05
rhinoct,CT for sinusitis,XE,890.92,26244272.759999998,3.394721614682685e-05
rhinoct,CT for sinusitis,GV,600.3399999999999,26244272.759999998,2.2875086137460185e-05
rhinoct,CT for sinusitis,Q1,558.88,26244272.759999998,2.1295312890201804e-05
rhinoct,CT for sinusitis,FY,466.27,26244272.759999998,1.776654298116661e-05
rhinoct,CT for sinusitis,76,401.21999999999997,26244272.759999998,1.528790695284635e-05
rhinoct,CT for sinusitis,CC,354.31,26244272.759999998,1.350046934964107e-05
rhinoct,CT for sinusitis,LT,199.8,26244272.759999998,7.613089599667765e-06
rhinoct,CT for sinusitis,77,164.76999999999998,26244272.759999998,6.278322188875162e-06
rhinoct,CT for sinusitis,RT,112.12,26244272.759999998,4.272170199773523e-06
rhinoct,CT for sinusitis,MB,97.55,26244272.759999998,3.7170014536916437e-06
rhinoct,CT for sinusitis,SA,86.12,26244272.759999998,3.281477859476416e-06
rhinoct,CT for sinusitis,24,0.0,26244272.759999998,0.0
rhinoct,CT for sinusitis,58,0.0,26244272.759999998,0.0
rhinoct,CT for sinusitis,GX,0.0,26244272.759999998,0.0
rhinoct,CT for sinusitis,GY,0.0,26244272.759999998,0.0
rhinoct,CT for sinusitis,GZ,0.0,26244272.759999998,0.0
rhinoct,CT for sinusitis,KX,0.0,26244272.759999998,0.0
rhinoct,CT for sinusitis,KY,0.0,26244272.759999998,0.0
rhinoct,CT for sinusitis,NC,0.0,26244272.759999998,0.0
rhinoct,CT for sinusitis,QJ,0.0,26244272.759999998,0.0
spinj,Spinal injection for low back,RT,100776311.45,315345599.16,0.3195741805766191
spinj,Spinal injection for low back,50,90278355.57,315345599.16,0.2862838606610602
spinj,Spinal injection for low back,LT,70574673.1,315345599.16,0.2238010401540179
spinj,Spinal injection for low back,GLOBAL,28843331.92,315345599.16,0.09146578229355747
spinj,Spinal injection for low back,KX,10150296.350000001,315345599.16,0.03218784843371144
spinj,Spinal injection for low back,59,4873384.24,315345599.16,0.015454105758829198
spinj,Spinal injection for low back,SG,4638093.51,315345599.16,0.014707969676300205
spinj,Spinal injection for low back,51,1546862.4100000001,315345599.16,0.004905292523886319
spinj,Spinal injection for low back,GA,1080245.4,315345599.16,0.0034255921213979116
spinj,Spinal injection for low back,76,570170.5800000001,315345599.16,0.0018080816143265946
spinj,Spinal injection for low back,XS,518754.08,315345599.16,0.001645033516820365
spinj,Spinal injection for low back,79,334202.30000000005,315345599.16,0.0010597969367266563
spinj,Spinal injection for low back,GC,289926.35,315345599.16,0.0009193924087486541
spinj,Spinal injection for low back,XU,189065.9,315345599.16,0.0005995514143962154
spinj,Spinal injection for low back,AG,132792.2,315345599.16,0.000421100533363156
spinj,Spinal injection for low back,X2,78060.73,315345599.16,0.0002475402549074216
spinj,Spinal injection for low back,58,58384.06,315345599.16,0.0001851430942924848
spinj,Spinal injection for low back,GW,50222.9,315345599.16,0.00015926304389146686
spinj,Spinal injection for low back,X4,36334.92,315345599.16,0.00011522253710464623
spinj,Spinal injection for low back,53,30725.03,315345599.16,9.743288024898275e-05
spinj,Spinal injection for low back,74,30462.56,315345599.16,9.660055533086387e-05
spinj,Spinal injection for low back,22,29835.47,315345599.16,9.461197517731041e-05
spinj,Spinal injection for low back,Q6,29755.630000000005,315345599.16,9.435879263659105e-05
spinj,Spinal injection for low back,73,27118.14,315345599.16,8.599498477935251e-05
spinj,Spinal injection for low back,X5,22947.18,315345599.16,7.276835339109034e-05
spinj,Spinal injection for low back,XE,18394.190000000002,315345599.16,5.8330257498431613e-05
spinj,Spinal injection for low back,AQ,17503.21,315345599.16,5.5504849430669306e-05
spinj,Spinal injection for low back,CR,15881.23,315345599.16,5.0361349713785546e-05
spinj,Spinal injection for low back,XP,13427.5,315345599.16,4.258026760407446e-05
spinj,Spinal injection for low back,78,12505.220000000001,315345599.16,3.9655603354892875e-05
spinj,Spinal injection for low back,PN,10149.279999999999,315345599.16,3.2184625461826905e-05
spinj,Spinal injection for low back,PT,9390.07,315345599.16,2.9777076404467808e-05
spinj,Spinal injection for low back,CC,8422.41,315345599.16,2.670850654784828e-05
spinj,Spinal injection for low back,52,6857.16,315345599.16,2.1744904695881974e-05
spinj,Spinal injection for low back,UA,4230.5599999999995,315345599.16,1.3415630379079742e-05
spinj,Spinal injection for low back,GV,3124.71,315345599.16,9.908842895932043e-06
spinj,Spinal injection for low back,SA,3078.4599999999996,315345599.16,9.76217841060801e-06
spinj,Spinal injection for low back,F5,2933.24,315345599.16,9.301667782310585e-06
spinj,Spinal injection for low back,X1,2551.3,315345599.16,8.090488679074674e-06
spinj,Spinal injection for low back,F7,2487.26,315345599.16,7.887409897666003e-06
spinj,Spinal injection for low back,F2,1935.96,315345599.16,6.139169232603537e-06
spinj,Spinal injection for low back,FA,1874.0099999999998,315345599.16,5.942718100369509e-06
spinj,Spinal injection for low back,KK,1823.8500000000001,315345599.16,5.783654520178083e-06
spinj,Spinal injection for low back,F8,1527.8300000000002,315345599.16,4.844938391624136e-06
spinj,Spinal injection for low back,F3,1401.1399999999999,315345599.16,4.4431886911765325e-06
spinj,Spinal injection for low back,TR,1280.05,315345599.16,4.059197285168163e-06
spinj,Spinal injection for low back,AS,1237.01,315345599.16,3.9227121079066206e-06
spinj,Spinal injection for low back,JZ,1161.8899999999999,315345599.16,3.684497272500322e-06
spinj,Spinal injection for low back,MH,809.34,315345599.16,2.5665175038303205e-06
spinj,Spinal injection for low back,95,722.0,315345599.16,2.289551533058407e-06
spinj,Spinal injection for low back,ET,721.06,315345599.16,2.2865706764918214e-06
spinj,Spinal injection for low back,F6,616.0699999999999,315345599.16,1.9536343669962503e-06
spinj,Spinal injection for low back,TL,596.05,315345599.16,1.8901484643759881e-06
spinj,Spinal injection for low back,KT,591.62,315345599.16,1.8761003850249512e-06
spinj,Spinal injection for low back,F9,510.1,315345599.16,1.6175903559738137e-06
spinj,Spinal injection for low back,F1,499.83,315345599.16,1.585022912421861e-06
spinj,Spinal injection for low back,UB,494.94,315345599.16,1.5695161160276012e-06
spinj,Spinal injection for low back,QJ,475.12999999999994,315345599.16,1.50669614944881e-06
spinj,Spinal injection for low back,Q1,441.58000000000004,315345599.16,1.4003049390137556e-06
spinj,Spinal injection for low back,GX,405.74,315345599.16,1.2866518546026567e-06
spinj,Spinal injection for low back,MG,386.19,315345599.16,1.2246563802656874e-06
spinj,Spinal injection for low back,80,352.48,315345599.16,1.1177577899895115e-06
spinj,Spinal injection for low back,F4,342.18,315345599.16,1.0850952127173488e-06
spinj,Spinal injection for low back,T9,338.55,315345599.16,1.0735840325719165e-06
spinj,Spinal injection for low back,SU,336.25,315345599.16,1.0662904473558026e-06
spinj,Spinal injection for low back,27,321.38,315345599.16,1.0191358333716217e-06
spinj,Spinal injection for low back,KV,310.28,315345599.16,9.83936356893854e-07
spinj,Spinal injection for low back,CG,256.87,315345599.16,8.145666236796579e-07
spinj,Spinal injection for low back,T5,244.56,315345599.16,7.755300871534128e-07
spinj,Spinal injection for low back,PO,239.79999999999998,315345599.16,7.604355368800637e-07
spinj,Spinal injection for low back,T3,232.72000000000003,315345599.16,7.379839789104607e-07
spinj,Spinal injection for low back,T1,199.29,315345599.16,6.319733033562465e-07
spinj,Spinal injection for low back,KW,166.81,315345599.16,5.289751956086882e-07
spinj,Spinal injection for low back,FS,148.2,315345599.16,4.6996057783830457e-07
spinj,Spinal injection for low back,Q5,148.06,315345599.16,4.6951662047732377e-07
spinj,Spinal injection for low back,SC,146.56,315345599.16,4.6475993446681464e-07
