hcpcs_cd,phys_paid,phys_alowd,phys_srvcs,hopd_paid,hopd_alowd,hopd_srvcs,combined_paid,combined_alowd,low_value_share_pass1,primary_measure,max_share_v2,primary_measure_v2,low_value_share_v2,lv_paid_v2,lv_alowd_v2,patient_oop_v2,delta_v_pass1_dedup,share_changed,weighted_commercial_mult,weighted_medicaid_mult,ma_eq,comm_eq,medicaid_eq
C9602,0.0,0.0,0.0,88883091.84999952,98113701.12999965,5798.0,88883091.84999952,98113701.12999965,0.4,pci,0.45,pci,0.45,39997391.33249979,44151165.508499846,4153774.1760000587,4444154.592499979,True,0.0,0.0,38337925.09636416,0.0,0.0
C9604,0.0,0.0,0.0,33931369.45999996,40276972.39999965,3980.0,33931369.45999996,40276972.39999965,0.4,pci,0.45,pci,0.45,15269116.256999984,18124637.57999984,2855521.3229998574,1696568.4729999974,True,0.0,0.0,14635610.369741477,0.0,0.0
C9607,0.0,0.0,0.0,56158665.829999894,61956452.00999973,3632.0,56158665.829999894,61956452.00999973,0.4,pci,0.45,pci,0.45,25271399.623499952,27880403.404499877,2609003.780999925,2807933.2914999947,True,0.0,0.0,24222905.383801553,0.0,0.0
G0102,139031.180000116,240387.8800049125,10522.0,0.0,0.0,0.0,139031.180000116,240387.8800049125,0.1,cncr,0.1,cncr,0.1,13903.1180000116,24038.78800049125,10135.670000479651,0.0,False,1.4344072137695,0.747026165715951,13326.28650852176,12962.776289518395,3115.797879313526
G0103,26093051.830902148,26093051.830902148,1382647.0,0.0,0.0,0.0,26093051.830902148,26093051.830902148,0.8,psa,0.8,psa,0.8,20874441.46472172,20874441.46472172,0.0,0.0,False,1.1165061106226923,0.8228457459821272,20008374.212461993,15149186.943278378,5152933.607699757
G0104,308383.510000628,308383.510000628,4016.0,0.0,0.0,0.0,308383.510000628,308383.510000628,0.15,colon,0.15,colon,0.15,46257.5265000942,46257.5265000942,0.0,0.0,False,1.4386618165820755,0.6267349491229929,44338.33125168604,43256.80911839236,8697.36255527761
G0105,113448236.3482424,113448236.3482424,427908.0,0.0,0.0,0.0,113448236.3482424,113448236.3482424,0.15,colon,0.15,colon,0.15,17017235.452236358,17017235.452236358,0.0,0.0,False,1.3976992458369666,0.6285957873657272,16311201.215388257,15460235.152583553,3209088.7553659435
G0106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,colon,0.15,colon,0.15,0.0,0.0,0.0,0.0,False,1.6762699208952345,0.6581082384719276,0.0,0.0,0.0
G0120,1807.379999997,2264.060000004,33.0,0.0,0.0,0.0,1807.379999997,2264.060000004,0.15,colon,0.15,colon,0.15,271.10699999955,339.60900000059996,68.50200000104996,0.0,False,1.69333304459694,0.6290685363952224,259.85894361659,298.3983871185074,51.16346510886494
G0121,79982046.58121292,79982046.58121292,304855.0,0.0,0.0,0.0,79982046.58121292,79982046.58121292,0.15,colon,0.15,colon,0.15,11997306.987181937,11997306.987181937,0.0,0.0,False,1.4284335457611088,0.6235837648302669,11499546.378139284,11139281.243535133,2244397.757667414
G0122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,colon,0.15,colon,0.15,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
G0123,1058717.849980536,1058717.849980536,53376.0,0.0,0.0,0.0,1058717.849980536,1058717.849980536,0.2,cerv,0.2,cerv,0.2,211743.5699961072,211743.5699961072,0.0,0.0,False,1.122155583887059,0.8215722356644922,202958.46443243895,154445.99912515283,52188.7914567848
G0124,803037.320001878,810519.490005911,35402.0,0.0,0.0,0.0,803037.320001878,810519.490005911,0.2,cerv,0.2,cerv,0.2,160607.4640003756,162103.8980011822,1496.434000806621,0.0,False,1.3478445397829235,0.7469237659373558,153943.96283440257,140708.03071083766,35988.45955464265
G0141,40227.539999415,40227.539999415,1781.0,0.0,0.0,0.0,40227.539999415,40227.539999415,0.2,cerv,0.2,cerv,0.2,8045.507999883001,8045.507999883001,0.0,0.0,False,1.3684776307708209,0.7458551433773326,7711.705008398494,7156.563521917923,1800.2350568388636
G0143,6600.990000000001,6600.990000000001,249.0,0.0,0.0,0.0,6600.990000000001,6600.990000000001,0.2,cerv,0.2,cerv,0.2,1320.1980000000003,1320.1980000000003,0.0,0.0,False,1.0725301204819278,0.8331325301204819,1265.423827659575,920.3688780000002,329.9699700000001
G0144,37962.29,37962.29,881.0,0.0,0.0,0.0,37962.29,37962.29,0.2,cerv,0.2,cerv,0.2,7592.4580000000005,7592.4580000000005,0.0,0.0,False,1.080533484676504,0.8312712826333712,7277.451763829788,5332.538315000001,1893.4176900000002
G0145,8905399.020172995,8905399.020172995,343184.0,0.0,0.0,0.0,8905399.020172995,8905399.020172995,0.2,cerv,0.2,cerv,0.2,1781079.804034599,1781079.804034599,0.0,0.0,False,1.050327800412473,0.8382833525761615,1707183.9398246533,1215966.4614049804,447914.8647995449
G0147,949.76,949.76,56.0,0.0,0.0,0.0,949.76,949.76,0.2,cerv,0.2,cerv,0.2,189.952,189.952,0.0,0.0,False,1.0,0.85,182.07101276595748,123.4688,48.43776
G0148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,cerv,0.2,cerv,0.2,0.0,0.0,0.0,0.0,False,1.54,0.675,0.0,0.0,0.0
G0202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,cncr,0.1,cncr,0.1,0.0,0.0,0.0,0.0,False,1.43,0.7,0.0,0.0,0.0
G0289,156350.50000039997,195854.30999987,2408.0,0.0,0.0,0.0,156350.50000039997,195854.30999987,0.55,arth,0.65,arth,0.65,101627.82500025998,127305.3014999155,25677.476499655517,15635.050000039992,True,1.5277017161375723,0.6044048364644568,97411.35140982368,100917.05172914693,18427.304684856168
G0290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,pci,0.45,pci,0.45,0.0,0.0,0.0,0.0,True,1.43,0.7,0.0,0.0,0.0
G0328,6214294.790201975,6214294.790201975,352524.0,0.0,0.0,0.0,6214294.790201975,6214294.790201975,0.15,colon,0.15,colon,0.15,932144.2185302962,932144.2185302962,0.0,0.0,False,1.1926325532507371,0.8051981854103103,893470.1498891457,722608.6005734053,225168.24999039187
P3000,16184.44000036,16184.44000036,955.0,0.0,0.0,0.0,16184.44000036,16184.44000036,0.2,cerv,0.2,cerv,0.2,3236.888000072,3236.888000072,0.0,0.0,False,1.0346929229148574,0.8419318783918937,3102.5915830477365,2176.9703188626413,817.5717582134397
P3001,16359.410000082,16459.08000015,747.0,0.0,0.0,0.0,16359.410000082,16459.08000015,0.2,cerv,0.2,cerv,0.2,3271.8820000164,3291.81600003,19.93400001359987,0.0,False,1.7442050360197086,0.6193667356549165,3136.1337042710393,3709.4414900990473,607.9484621394711
Q0091,16519193.840126762,16519193.840126762,394388.0,0.0,0.0,0.0,16519193.840126762,16519193.840126762,0.2,cerv,0.2,cerv,0.2,3303838.7680253526,3303838.7680253526,0.0,0.0,False,1.4368980941422678,0.7474188659814033,3166764.6063732374,3085731.758933829,740805.4276148716
