hcpcs_cd,max_share,max_share_measure,n_measures,phys_paid,phys_alowd,phys_srvcs,hopd_paid,hopd_alowd,hopd_srvcs,combined_paid,combined_alowd,lv_paid,lv_alowd,patient_oop
92937,0.4,pci,1,4545184.28995555,5722178.35004757,10999.0,5172782.230000008,6131821.359999963,602.0,9717966.519955557,11853999.710047532,3887186.607982223,4741599.884019013,854413.2760367896
92943,0.4,pci,1,3497487.57001728,4407204.89998476,7092.0,9114352.929999994,10749253.219999904,1027.0,12611840.500017274,15156458.119984664,5044736.20000691,6062583.247993866,1017847.0479869563
92980,0.4,pci,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92982,0.4,pci,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93015,0.4,preopst,2,41816852.870036095,53501292.02989476,816403.0,0.0,0.0,0.0,41816852.870036095,53501292.02989476,16726741.14801444,21400516.811957907,4673775.663943468
93016,0.4,preopst,2,11915863.409762004,15762198.089954257,771492.0,0.0,0.0,0.0,11915863.409762004,15762198.089954257,4766345.363904802,6304879.235981703,1538533.8720769007
93017,0.4,preopst,2,1766216.1200338202,2268667.109974356,75972.0,0.0,0.0,0.0,1766216.1200338202,2268667.109974356,706486.4480135281,907466.8439897425,200980.39597621432
93018,0.4,preopst,2,9525099.869935222,12519297.269685522,915320.0,0.0,0.0,0.0,9525099.869935222,12519297.269685522,3810039.947974089,5007718.907874209,1197678.9599001198
93303,0.5,preopec,1,1070355.099988332,1451514.60000471,12159.0,0.0,0.0,0.0,1070355.099988332,1451514.60000471,535177.549994166,725757.300002355,190579.750008189
93304,0.5,preopec,1,60477.529999477,82416.520001018,1517.0,0.0,0.0,0.0,60477.529999477,82416.520001018,30238.7649997385,41208.260000509,10969.495000770497
93306,0.5,preopec,1,579660097.00476,772148355.1176388,6741204.0,0.0,0.0,0.0,579660097.00476,772148355.1176388,289830048.50238,386074177.5588194,96244129.0564394
93307,0.5,preopec,1,976755.22999599,1281308.4400087679,21507.0,0.0,0.0,0.0,976755.22999599,1281308.4400087679,488377.614997995,640654.2200043839,152276.6050063889
93308,0.5,preopec,1,13106911.840059169,16997732.959837116,546726.0,0.0,0.0,0.0,13106911.840059169,16997732.959837116,6553455.920029584,8498866.479918558,1945410.5598889738
93312,0.5,preopec,1,27019971.25997517,34357636.880045995,325566.0,0.0,0.0,0.0,27019971.25997517,34357636.880045995,13509985.629987584,17178818.440022998,3668832.810035413
93315,0.5,preopec,1,145544.230000014,184764.19999698,1464.0,0.0,0.0,0.0,145544.230000014,184764.19999698,72772.115000007,92382.09999849,19609.984998482993
93318,0.5,preopec,1,81478.51000024399,104279.11000288,1028.0,0.0,0.0,0.0,81478.51000024399,104279.11000288,40739.25500012199,52139.55500144,11400.300001318006
93350,0.4,preopst,2,3975133.670000453,5336302.300000748,66021.0,0.0,0.0,0.0,3975133.670000453,5336302.300000748,1590053.4680001813,2134520.9200002993,544467.4520001181
93351,0.4,preopst,2,25378298.18954325,33673205.74997141,177820.0,0.0,0.0,0.0,25378298.18954325,33673205.74997141,10151319.275817301,13469282.299988566,3317963.024171265
93503,0.55,rhcath,1,3341003.1800000397,4191851.5900151543,48382.0,47866.55999999997,60077.39999999987,37.0,3388869.74000004,4251928.990015154,1863878.357000022,2338560.9445083346,474682.58750831266
93880,0.55,ctdsync,2,163248806.45602468,216412238.50956157,1721858.0,0.0,0.0,0.0,163248806.45602468,216412238.50956157,89786843.55081359,119026731.18025887,29239887.629445285
93882,0.55,ctdsync,2,1680822.319996844,2284272.080014896,28412.0,0.0,0.0,0.0,1680822.319996844,2284272.080014896,924452.2759982643,1256349.644008193,331897.3680099286
94010,0.5,pft,1,13592536.019744104,18124491.33019498,844050.0,0.0,0.0,0.0,13592536.019744104,18124491.33019498,6796268.009872052,9062245.66509749,2265977.655225438
95812,0.55,eeg,1,2702851.799972608,3460499.97996643,20153.0,0.0,0.0,0.0,2702851.799972608,3460499.97996643,1486568.4899849347,1903274.9889815366,416706.4989966019
95813,0.55,eeg,1,3958653.43000812,5065109.529978749,25689.0,0.0,0.0,0.0,3958653.43000812,5065109.529978749,2177259.386504466,2785810.2414883124,608550.8549838462
95816,0.55,eeg,1,46503879.76045576,59082764.22007292,276691.0,0.0,0.0,0.0,46503879.76045576,59082764.22007292,25577133.868250668,32495520.32104011,6918386.452789441
95819,0.55,eeg,1,27928619.039854027,35638132.19022598,155392.0,0.0,0.0,0.0,27928619.039854027,35638132.19022598,15360740.471919715,19600972.70462429,4240232.232704576
95822,0.55,eeg,1,951625.740003372,1210916.120006376,20713.0,0.0,0.0,0.0,951625.740003372,1210916.120006376,523394.1570018546,666003.8660035068,142609.7090016522
95827,0.55,eeg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95830,0.55,eeg,1,7601.19000002,9508.49999998,19.0,0.0,0.0,0.0,7601.19000002,9508.49999998,4180.654500011001,5229.674999989001,1049.0204999779999
95957,0.55,eeg,1,5950095.42999434,7487916.64006022,28992.0,0.0,0.0,0.0,5950095.42999434,7487916.64006022,3272552.486496887,4118354.1520331213,845801.6655362342
C9600,0.4,pci,1,17643785.139845997,22150332.759969,3798.0,722523460.6599998,854093233.769993,83141.0,740167245.7998458,876243566.529962,296066898.31993836,350497426.6119848,54430528.29204643
C9602,0.4,pci,1,0.0,0.0,0.0,88883091.84999952,98113701.12999965,5798.0,88883091.84999952,98113701.12999965,35553236.73999981,39245480.451999865,3692243.712000057
C9604,0.4,pci,1,0.0,0.0,0.0,33931369.45999996,40276972.39999965,3980.0,33931369.45999996,40276972.39999965,13572547.783999987,16110788.95999986,2538241.1759998724
C9607,0.4,pci,1,0.0,0.0,0.0,56158665.829999894,61956452.00999973,3632.0,56158665.829999894,61956452.00999973,22463466.331999958,24782580.803999893,2319114.471999936
G0102,0.1,cncr,1,139031.180000116,240387.8800049125,10522.0,0.0,0.0,0.0,139031.180000116,240387.8800049125,13903.1180000116,24038.78800049125,10135.670000479651
G0103,0.8,psa,2,26093051.830902148,26093051.830902148,1382647.0,0.0,0.0,0.0,26093051.830902148,26093051.830902148,20874441.46472172,20874441.46472172,0.0
G0104,0.15,colon,2,308383.510000628,308383.510000628,4016.0,0.0,0.0,0.0,308383.510000628,308383.510000628,46257.5265000942,46257.5265000942,0.0
G0105,0.15,colon,2,113448236.3482424,113448236.3482424,427908.0,0.0,0.0,0.0,113448236.3482424,113448236.3482424,17017235.452236358,17017235.452236358,0.0
G0106,0.15,colon,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0120,0.15,colon,2,1807.379999997,2264.060000004,33.0,0.0,0.0,0.0,1807.379999997,2264.060000004,271.10699999955,339.60900000059996,68.50200000104996
G0121,0.15,colon,2,79982046.58121292,79982046.58121292,304855.0,0.0,0.0,0.0,79982046.58121292,79982046.58121292,11997306.987181937,11997306.987181937,0.0
G0122,0.15,colon,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0123,0.2,cerv,2,1058717.849980536,1058717.849980536,53376.0,0.0,0.0,0.0,1058717.849980536,1058717.849980536,211743.5699961072,211743.5699961072,0.0
G0124,0.2,cerv,2,803037.320001878,810519.490005911,35402.0,0.0,0.0,0.0,803037.320001878,810519.490005911,160607.4640003756,162103.8980011822,1496.434000806621
G0141,0.2,cerv,2,40227.539999415,40227.539999415,1781.0,0.0,0.0,0.0,40227.539999415,40227.539999415,8045.507999883001,8045.507999883001,0.0
G0143,0.2,cerv,2,6600.990000000001,6600.990000000001,249.0,0.0,0.0,0.0,6600.990000000001,6600.990000000001,1320.1980000000003,1320.1980000000003,0.0
G0144,0.2,cerv,2,37962.29,37962.29,881.0,0.0,0.0,0.0,37962.29,37962.29,7592.4580000000005,7592.4580000000005,0.0
G0145,0.2,cerv,2,8905399.020172995,8905399.020172995,343184.0,0.0,0.0,0.0,8905399.020172995,8905399.020172995,1781079.804034599,1781079.804034599,0.0
G0147,0.2,cerv,2,949.76,949.76,56.0,0.0,0.0,0.0,949.76,949.76,189.952,189.952,0.0
G0148,0.2,cerv,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0202,0.1,cncr,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0289,0.55,arth,1,156350.50000039997,195854.30999987,2408.0,0.0,0.0,0.0,156350.50000039997,195854.30999987,85992.77500021999,107719.8704999285,21727.095499708506
G0290,0.4,pci,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0328,0.15,colon,2,6214294.790201975,6214294.790201975,352524.0,0.0,0.0,0.0,6214294.790201975,6214294.790201975,932144.2185302962,932144.2185302962,0.0
P3000,0.2,cerv,2,16184.44000036,16184.44000036,955.0,0.0,0.0,0.0,16184.44000036,16184.44000036,3236.888000072,3236.888000072,0.0
P3001,0.2,cerv,2,16359.410000082,16459.08000015,747.0,0.0,0.0,0.0,16359.410000082,16459.08000015,3271.8820000164,3291.81600003,19.93400001359987
Q0091,0.2,cerv,2,16519193.840126762,16519193.840126762,394388.0,0.0,0.0,0.0,16519193.840126762,16519193.840126762,3303838.7680253526,3303838.7680253526,0.0
