hsa,year,n_hospitals,hhi_pre,hhi_post,hhi_shift,concentrated_pre,concentrated_post
5208,2025,24,984.8057084213258,1454.0225617789724,469.21685335764664,False,False
52093,2022,2,6575.869498307172,10000.0,3424.130501692828,True,True
5210,2025,15,1743.8221134245553,2617.4325210199454,873.6104075953901,False,True
52101,2019,2,7093.425605536332,10000.0,2906.574394463668,True,True
52102,2020,3,6186.420311967317,9272.113519887775,3085.693207920458,True,True
5212,2020,4,3118.3661027282424,5453.619875019052,2335.25377229081,True,True
5226,2019,3,3333.333333333333,5555.555555555556,2222.2222222222226,True,True
5229,2024,2,5164.382320975727,10000.0,4835.617679024273,True,True
5239,2019,6,2915.165371132449,4916.689529035208,2001.5241579027588,True,True
5244,2020,5,3124.6300016498285,5906.532351200007,2781.9023495501783,True,True
5253,2025,4,3369.3697644840136,6363.317398359722,2993.947633875708,True,True
5265,2023,6,2881.011307651332,5063.66992742946,2182.6586197781276,True,True
5272,2025,2,5212.899974804736,10000.0,4787.100025195264,True,True
5274,2019,2,5001.388888888889,10000.0,4998.611111111111,True,True
53023,2022,2,5525.931336742148,10000.0,4474.068663257852,True,True
6011,2023,20,1180.061857284345,1844.7730290686675,664.7111717843225,False,False
6016,2019,54,409.13413090754125,529.7503209868597,120.61619007931847,False,False
6016,2023,57,412.68477362445384,528.1886977330707,115.5039241086169,False,False
6018,2019,2,6326.905417814508,10000.0,3673.094582185492,True,True
6018,2023,2,6326.905417814508,10000.0,3673.094582185492,True,True
7001,2019,5,2559.4454212443916,4408.1880665498265,1848.742645305435,True,True
7001,2020,5,2559.4454212443916,4408.1880665498265,1848.742645305435,True,True
9001,2022,28,837.6047017446435,1298.8251191633115,461.2204174186679,False,False
9001,2024,28,837.6047017446435,1298.8251191633115,461.2204174186679,False,False
