hcpcs_cd,n_measures,measures_list,min_share,mean_share,max_share,phys_paid,hopd_paid,combined_paid,combined_alowd,lv_paid_min,lv_paid_mean,lv_paid_max,patient_oop_mean
93018,2,"preopst,stress",0.4,0.45,0.5,9525099.869935222,0.0,9525099.869935222,12519297.269685522,3810039.947974089,4286294.94147085,4762549.934967611,1347388.829887635
93303,1,preopec,0.5,0.5,0.5,1070355.099988332,0.0,1070355.099988332,1451514.60000471,535177.549994166,535177.549994166,535177.549994166,190579.750008189
93304,1,preopec,0.5,0.5,0.5,60477.529999477,0.0,60477.529999477,82416.520001018,30238.7649997385,30238.7649997385,30238.7649997385,10969.495000770497
93306,1,preopec,0.5,0.5,0.5,579660097.00476,0.0,579660097.00476,772148355.1176388,289830048.50238,289830048.50238,289830048.50238,96244129.0564394
93307,1,preopec,0.5,0.5,0.5,976755.22999599,0.0,976755.22999599,1281308.440008768,488377.614997995,488377.614997995,488377.614997995,152276.60500638903
93308,1,preopec,0.5,0.5,0.5,13106911.840059169,0.0,13106911.840059169,16997732.959837116,6553455.920029584,6553455.920029584,6553455.920029584,1945410.5598889738
93312,1,preopec,0.5,0.5,0.5,27019971.25997517,0.0,27019971.25997517,34357636.880045995,13509985.629987584,13509985.629987584,13509985.629987584,3668832.810035413
93315,1,preopec,0.5,0.5,0.5,145544.230000014,0.0,145544.230000014,184764.19999698,72772.115000007,72772.115000007,72772.115000007,19609.984998482993
93318,1,preopec,0.5,0.5,0.5,81478.51000024399,0.0,81478.51000024399,104279.11000288,40739.25500012199,40739.25500012199,40739.25500012199,11400.300001318006
93350,2,"preopst,stress",0.4,0.45,0.5,3975133.670000453,0.0,3975133.670000453,5336302.300000748,1590053.4680001813,1788810.1515002039,1987566.8350002265,612525.8835001325
93351,2,"preopst,stress",0.4,0.45,0.5,25378298.18954325,0.0,25378298.18954325,33673205.74997141,10151319.275817301,11420234.185294462,12689149.094771625,3732708.4021926727
93503,1,rhcath,0.55,0.55,0.55,3341003.18000004,47866.55999999997,3388869.74000004,4251928.990015154,1863878.357000022,1863878.357000022,1863878.357000022,474682.58750831266
93880,2,"ctdasym,ctdsync",0.55,0.55,0.55,163248806.45602468,0.0,163248806.45602468,216412238.5095616,89786843.55081359,89786843.55081359,89786843.55081359,29239887.6294453
93882,2,"ctdasym,ctdsync",0.55,0.55,0.55,1680822.319996844,0.0,1680822.319996844,2284272.080014896,924452.2759982643,924452.2759982643,924452.2759982643,331897.3680099286
94010,1,pft,0.5,0.5,0.5,13592536.019744104,0.0,13592536.019744104,18124491.33019498,6796268.009872052,6796268.009872052,6796268.009872052,2265977.655225438
95812,1,eeg,0.55,0.55,0.55,2702851.799972608,0.0,2702851.799972608,3460499.97996643,1486568.4899849347,1486568.4899849347,1486568.4899849347,416706.4989966019
95813,1,eeg,0.55,0.55,0.55,3958653.43000812,0.0,3958653.43000812,5065109.529978749,2177259.386504466,2177259.386504466,2177259.386504466,608550.8549838462
95816,1,eeg,0.55,0.55,0.55,46503879.76045576,0.0,46503879.76045576,59082764.22007292,25577133.868250668,25577133.868250668,25577133.868250668,6918386.452789441
95819,1,eeg,0.55,0.55,0.55,27928619.039854027,0.0,27928619.039854027,35638132.19022598,15360740.471919715,15360740.471919715,15360740.471919715,4240232.232704576
95822,1,eeg,0.55,0.55,0.55,951625.740003372,0.0,951625.740003372,1210916.120006376,523394.1570018546,523394.1570018546,523394.1570018546,142609.7090016522
95827,1,eeg,0.55,0.55,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95830,1,eeg,0.55,0.55,0.55,7601.19000002,0.0,7601.19000002,9508.49999998,4180.654500011001,4180.654500011001,4180.654500011001,1049.0204999779999
95957,1,eeg,0.55,0.55,0.55,5950095.42999434,0.0,5950095.42999434,7487916.64006022,3272552.486496887,3272552.486496887,3272552.486496887,845801.6655362342
C9600,1,pci,0.45,0.45,0.45,17643785.139845997,722523460.6599998,740167245.7998458,876243566.529962,333075260.60993063,333075260.60993063,333075260.60993063,61234344.328552246
C9602,1,pci,0.45,0.45,0.45,0.0,88883091.84999952,88883091.84999952,98113701.12999964,39997391.33249979,39997391.33249979,39997391.33249979,4153774.176000051
C9604,1,pci,0.45,0.45,0.45,0.0,33931369.45999996,33931369.45999996,40276972.39999965,15269116.256999984,15269116.256999984,15269116.256999984,2855521.3229998574
C9607,1,pci,0.45,0.45,0.45,0.0,56158665.82999989,56158665.82999989,61956452.00999973,25271399.62349995,25271399.62349995,25271399.62349995,2609003.7809999287
G0102,1,cncr,0.1,0.1,0.1,139031.180000116,0.0,139031.180000116,240387.8800049125,13903.1180000116,13903.1180000116,13903.1180000116,10135.670000479651
G0103,2,"cncr,psa",0.1,0.45,0.8,26093051.830902148,0.0,26093051.830902148,26093051.830902148,2609305.183090215,11741873.323905967,20874441.46472172,0.0
G0104,2,"cncr,colon",0.1,0.125,0.15,308383.510000628,0.0,308383.510000628,308383.510000628,30838.3510000628,38547.9387500785,46257.5265000942,0.0
G0105,2,"cncr,colon",0.1,0.125,0.15,113448236.3482424,0.0,113448236.3482424,113448236.3482424,11344823.63482424,14181029.5435303,17017235.452236358,0.0
G0106,2,"cncr,colon",0.1,0.125,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0120,2,"cncr,colon",0.1,0.125,0.15,1807.379999997,0.0,1807.379999997,2264.060000004,180.7379999997,225.922499999625,271.10699999955,57.085000000875
G0121,2,"cncr,colon",0.1,0.125,0.15,79982046.58121292,0.0,79982046.58121292,79982046.58121292,7998204.6581212925,9997755.822651615,11997306.987181937,0.0
G0122,2,"cncr,colon",0.1,0.125,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0123,2,"cerv,cncr",0.1,0.15000000000000002,0.2,1058717.849980536,0.0,1058717.849980536,1058717.849980536,105871.7849980536,158807.6774970804,211743.5699961072,0.0
G0124,2,"cerv,cncr",0.1,0.15000000000000002,0.2,803037.320001878,0.0,803037.320001878,810519.490005911,80303.7320001878,120455.59800028171,160607.4640003756,1122.3255006049585
G0141,2,"cerv,cncr",0.1,0.15000000000000002,0.2,40227.539999415,0.0,40227.539999415,40227.539999415,4022.7539999415003,6034.13099991225,8045.507999883001,0.0
G0143,2,"cerv,cncr",0.1,0.15000000000000002,0.2,6600.990000000001,0.0,6600.990000000001,6600.990000000001,660.0990000000002,990.1485000000002,1320.1980000000003,0.0
G0144,2,"cerv,cncr",0.1,0.15000000000000002,0.2,37962.29,0.0,37962.29,37962.29,3796.2290000000003,5694.343500000001,7592.4580000000005,0.0
G0145,2,"cerv,cncr",0.1,0.15000000000000002,0.2,8905399.020172995,0.0,8905399.020172995,8905399.020172995,890539.9020172996,1335809.8530259493,1781079.804034599,0.0
G0147,2,"cerv,cncr",0.1,0.15000000000000002,0.2,949.76,0.0,949.76,949.76,94.976,142.46400000000003,189.952,0.0
G0148,2,"cerv,cncr",0.1,0.15000000000000002,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0202,1,cncr,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0289,1,arth,0.65,0.65,0.65,156350.50000039997,0.0,156350.50000039997,195854.30999987,101627.82500025998,101627.82500025998,101627.82500025998,25677.476499655517
G0290,1,pci,0.45,0.45,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0328,2,"cncr,colon",0.1,0.125,0.15,6214294.790201975,0.0,6214294.790201975,6214294.790201975,621429.4790201975,776786.8487752469,932144.2185302962,0.0
P3000,2,"cerv,cncr",0.1,0.15000000000000002,0.2,16184.44000036,0.0,16184.44000036,16184.44000036,1618.444000036,2427.6660000540005,3236.888000072,0.0
P3001,2,"cerv,cncr",0.1,0.15000000000000002,0.2,16359.410000082,0.0,16359.410000082,16459.08000015,1635.9410000082,2453.9115000123,3271.8820000164,14.950500010199903
Q0091,2,"cerv,cncr",0.1,0.15000000000000002,0.2,16519193.840126762,0.0,16519193.840126762,16519193.840126762,1651919.3840126763,2477879.0760190147,3303838.7680253526,0.0
